4440036.3	100	10	 0.132
4440036.3	100	11	 0.044
4440036.3	100	12	 0
4440036.3	100	13	 0
4440036.3	100	14	 0
4440036.3	100	15	 0.268
4440036.3	100	16	 0.282
4440036.3	100	17	 0.003
4440036.3	100	18	 0.003
4440036.3	100	19	 0.038
4440036.3	100	1	 0.044
4440036.3	100	20	 0
4440036.3	100	21	 0
4440036.3	100	22	 0
4440036.3	100	23	 0.037
4440036.3	100	24	 0
4440036.3	100	25	 0
4440036.3	100	26	 0
4440036.3	100	27	 0
4440036.3	100	28	 0.049
4440036.3	100	29	 0.384
4440036.3	100	2	 0
4440036.3	100	3	 0
4440036.3	100	4	 0.666
4440036.3	100	5	 0.13
4440036.3	100	6	 0.666
4440036.3	100	7	 0.666
4440036.3	100	8	 0
4440036.3	100	9	 0
4440037.3	100	10	 0.132
4440037.3	100	11	 0.107
4440037.3	100	12	 0
4440037.3	100	13	 0
4440037.3	100	14	 0
4440037.3	100	15	 0.268
4440037.3	100	16	 0.282
4440037.3	100	17	 0.003
4440037.3	100	18	 0.003
4440037.3	100	19	 0.038
4440037.3	100	1	 0.019
4440037.3	100	20	 0
4440037.3	100	21	 0
4440037.3	100	22	 0
4440037.3	100	23	 0.037
4440037.3	100	24	 0
4440037.3	100	25	 0
4440037.3	100	26	 0
4440037.3	100	27	 0
4440037.3	100	28	 0.049
4440037.3	100	29	 0.447
4440037.3	100	2	 0
4440037.3	100	3	 0
4440037.3	100	4	 0.282
4440037.3	100	5	 0.019
4440037.3	100	6	 0.817
4440037.3	100	7	 0.282
4440037.3	100	8	 0
4440037.3	100	9	 0
4440038.3	100	10	 0.132
4440038.3	100	11	 1.335
4440038.3	100	12	 0
4440038.3	100	13	 0
4440038.3	100	14	 0
4440038.3	100	15	 0.268
4440038.3	100	16	 0.632
4440038.3	100	17	 0.003
4440038.3	100	18	 0.003
4440038.3	100	19	 0.038
4440038.3	100	1	 1.247
4440038.3	100	20	 0
4440038.3	100	21	 0
4440038.3	100	22	 0
4440038.3	100	23	 0.037
4440038.3	100	24	 0
4440038.3	100	25	 0
4440038.3	100	26	 0
4440038.3	100	27	 0
4440038.3	100	28	 0.049
4440038.3	100	29	 2.384
4440038.3	100	2	 0
4440038.3	100	3	 0
4440038.3	100	4	 1.016
4440038.3	100	5	 1.425
4440038.3	100	6	 1.551
4440038.3	100	7	 1.016
4440038.3	100	8	 0
4440038.3	100	9	 0
4440039.3	100	10	 0.132
4440039.3	100	11	 0.423
4440039.3	100	12	 0
4440039.3	100	13	 0
4440039.3	100	14	 0
4440039.3	100	15	 0.268
4440039.3	100	16	 0.282
4440039.3	100	17	 0.003
4440039.3	100	18	 0.003
4440039.3	100	19	 0.038
4440039.3	100	1	 0.044
4440039.3	100	20	 0
4440039.3	100	21	 0
4440039.3	100	22	 0
4440039.3	100	23	 0.037
4440039.3	100	24	 0
4440039.3	100	25	 0
4440039.3	100	26	 0
4440039.3	100	27	 0
4440039.3	100	28	 0.049
4440039.3	100	29	 1.921
4440039.3	100	2	 0
4440039.3	100	3	 0
4440039.3	100	4	 0.523
4440039.3	100	5	 0.222
4440039.3	100	6	 1.824
4440039.3	100	7	 0.523
4440039.3	100	8	 0
4440039.3	100	9	 0
4440041.3	100	10	 0.095
4440041.3	100	11	 0.404
4440041.3	100	12	 0
4440041.3	100	13	 0
4440041.3	100	14	 0
4440041.3	100	15	 0.268
4440041.3	100	16	 0.954
4440041.3	100	17	 0.003
4440041.3	100	18	 0.003
4440041.3	100	19	 0.038
4440041.3	100	1	 0.025
4440041.3	100	20	 0
4440041.3	100	21	 0
4440041.3	100	22	 0
4440041.3	100	23	 0
4440041.3	100	24	 0
4440041.3	100	25	 0
4440041.3	100	26	 0
4440041.3	100	27	 0
4440041.3	100	28	 0.049
4440041.3	100	29	 1.498
4440041.3	100	2	 0
4440041.3	100	3	 0
4440041.3	100	4	 0.954
4440041.3	100	5	 0.105
4440041.3	100	6	 1.401
4440041.3	100	7	 0.954
4440041.3	100	8	 0
4440041.3	100	9	 0
4440060.4	100	10	 0.41
4440060.4	100	11	 0.876
4440060.4	100	12	 0
4440060.4	100	13	 0
4440060.4	100	14	 0
4440060.4	100	15	 0.183
4440060.4	100	16	 0.282
4440060.4	100	17	 0.003
4440060.4	100	18	 0.003
4440060.4	100	19	 0.038
4440060.4	100	1	 0.044
4440060.4	100	20	 0
4440060.4	100	21	 0
4440060.4	100	22	 0
4440060.4	100	23	 0.037
4440060.4	100	24	 0
4440060.4	100	25	 0
4440060.4	100	26	 0
4440060.4	100	27	 0
4440060.4	100	28	 0.049
4440060.4	100	29	 1.926
4440060.4	100	2	 0
4440060.4	100	3	 0
4440060.4	100	4	 1.498
4440060.4	100	5	 1.451
4440060.4	100	6	 3.04
4440060.4	100	7	 0.666
4440060.4	100	8	 0
4440060.4	100	9	 0
4440061.3	100	10	 0.069
4440061.3	100	11	 0
4440061.3	100	12	 0
4440061.3	100	13	 0
4440061.3	100	14	 0
4440061.3	100	15	 0.127
4440061.3	100	16	 0.282
4440061.3	100	17	 0
4440061.3	100	18	 0
4440061.3	100	19	 0
4440061.3	100	1	 0
4440061.3	100	20	 0
4440061.3	100	21	 0
4440061.3	100	22	 0
4440061.3	100	23	 0
4440061.3	100	24	 0
4440061.3	100	25	 0
4440061.3	100	26	 0
4440061.3	100	27	 0
4440061.3	100	28	 0.049
4440061.3	100	29	 0
4440061.3	100	2	 0
4440061.3	100	3	 0
4440061.3	100	4	 0.282
4440061.3	100	5	 0.489
4440061.3	100	6	 0.282
4440061.3	100	7	 0.282
4440061.3	100	8	 0
4440061.3	100	9	 0
4440067.3	100	10	 0.41
4440067.3	100	11	 0.54
4440067.3	100	12	 0
4440067.3	100	13	 0
4440067.3	100	14	 0
4440067.3	100	15	 0.268
4440067.3	100	16	 1.304
4440067.3	100	17	 0.003
4440067.3	100	18	 0.003
4440067.3	100	19	 0.038
4440067.3	100	1	 0.044
4440067.3	100	20	 0
4440067.3	100	21	 0
4440067.3	100	22	 0
4440067.3	100	23	 0.037
4440067.3	100	24	 0
4440067.3	100	25	 0
4440067.3	100	26	 0
4440067.3	100	27	 0
4440067.3	100	28	 0.049
4440067.3	100	29	 3.327
4440067.3	100	2	 0
4440067.3	100	3	 0
4440067.3	100	4	 1.688
4440067.3	100	5	 0.711
4440067.3	100	6	 3.318
4440067.3	100	7	 1.688
4440067.3	100	8	 0
4440067.3	100	9	 0
4440090.3	100	10	 0.132
4440090.3	100	11	 0.876
4440090.3	100	12	 0
4440090.3	100	13	 0
4440090.3	100	14	 0
4440090.3	100	15	 0.268
4440090.3	100	16	 0.632
4440090.3	100	17	 0.003
4440090.3	100	18	 0.003
4440090.3	100	19	 0.038
4440090.3	100	1	 0.044
4440090.3	100	20	 0
4440090.3	100	21	 0
4440090.3	100	22	 0
4440090.3	100	23	 0.037
4440090.3	100	24	 0
4440090.3	100	25	 0
4440090.3	100	26	 0
4440090.3	100	27	 0
4440090.3	100	28	 0.049
4440090.3	100	29	 1.588
4440090.3	100	2	 0
4440090.3	100	3	 0
4440090.3	100	4	 1.464
4440090.3	100	5	 2.334
4440090.3	100	6	 1.911
4440090.3	100	7	 0.632
4440090.3	100	8	 0
4440090.3	100	9	 0
4440102.3	100	10	 0
4440102.3	100	11	 0
4440102.3	100	12	 0
4440102.3	100	13	 0
4440102.3	100	14	 0
4440102.3	100	15	 0.056
4440102.3	100	16	 0
4440102.3	100	17	 0
4440102.3	100	18	 0
4440102.3	100	19	 0.038
4440102.3	100	1	 0
4440102.3	100	20	 0
4440102.3	100	21	 0
4440102.3	100	22	 0
4440102.3	100	23	 0
4440102.3	100	24	 0
4440102.3	100	25	 0
4440102.3	100	26	 0
4440102.3	100	27	 0
4440102.3	100	28	 0.049
4440102.3	100	29	 0
4440102.3	100	2	 0
4440102.3	100	3	 0
4440102.3	100	4	 0
4440102.3	100	5	 0.086
4440102.3	100	6	 0
4440102.3	100	7	 0
4440102.3	100	8	 0
4440102.3	100	9	 0
4440144.4	100	10	 0
4440144.4	100	11	 0
4440144.4	100	12	 0
4440144.4	100	13	 0
4440144.4	100	14	 0
4440144.4	100	15	 0
4440144.4	100	16	 0
4440144.4	100	17	 0
4440144.4	100	18	 0
4440144.4	100	19	 0
4440144.4	100	1	 0
4440144.4	100	20	 0
4440144.4	100	21	 0
4440144.4	100	22	 0
4440144.4	100	23	 0
4440144.4	100	24	 0
4440144.4	100	25	 0
4440144.4	100	26	 0
4440144.4	100	27	 0
4440144.4	100	28	 0
4440144.4	100	29	 0
4440144.4	100	2	 0
4440144.4	100	3	 0
4440144.4	100	4	 0
4440144.4	100	5	 0
4440144.4	100	6	 0
4440144.4	100	7	 0
4440144.4	100	8	 0
4440144.4	100	9	 0
4440145.4	100	10	 0.106
4440145.4	100	11	 0
4440145.4	100	12	 0
4440145.4	100	13	 0
4440145.4	100	14	 0
4440145.4	100	15	 0.084
4440145.4	100	16	 0.35
4440145.4	100	17	 0.003
4440145.4	100	18	 0.003
4440145.4	100	19	 0.038
4440145.4	100	1	 0
4440145.4	100	20	 0
4440145.4	100	21	 0
4440145.4	100	22	 0
4440145.4	100	23	 0.037
4440145.4	100	24	 0
4440145.4	100	25	 0
4440145.4	100	26	 0
4440145.4	100	27	 0
4440145.4	100	28	 0.049
4440145.4	100	29	 0.797
4440145.4	100	2	 0
4440145.4	100	3	 0
4440145.4	100	4	 0.35
4440145.4	100	5	 0.086
4440145.4	100	6	 0.797
4440145.4	100	7	 0.35
4440145.4	100	8	 0
4440145.4	100	9	 0
4440279.3	100	10	 0.026
4440279.3	100	11	 0.019
4440279.3	100	12	 0
4440279.3	100	13	 0
4440279.3	100	14	 0
4440279.3	100	15	 0
4440279.3	100	16	 0
4440279.3	100	17	 0
4440279.3	100	18	 0
4440279.3	100	19	 0.038
4440279.3	100	1	 0.019
4440279.3	100	20	 0
4440279.3	100	21	 0
4440279.3	100	22	 0
4440279.3	100	23	 0
4440279.3	100	24	 0
4440279.3	100	25	 0
4440279.3	100	26	 0
4440279.3	100	27	 0
4440279.3	100	28	 0.049
4440279.3	100	29	 0
4440279.3	100	2	 0
4440279.3	100	3	 0
4440279.3	100	4	 0
4440279.3	100	5	 0.105
4440279.3	100	6	 0
4440279.3	100	7	 0
4440279.3	100	8	 0
4440279.3	100	9	 0
4440280.3	100	10	 0.095
4440280.3	100	11	 0.019
4440280.3	100	12	 0
4440280.3	100	13	 0
4440280.3	100	14	 0
4440280.3	100	15	 0.268
4440280.3	100	16	 0
4440280.3	100	17	 0
4440280.3	100	18	 0
4440280.3	100	19	 0.038
4440280.3	100	1	 0.019
4440280.3	100	20	 0
4440280.3	100	21	 0
4440280.3	100	22	 0
4440280.3	100	23	 0
4440280.3	100	24	 0
4440280.3	100	25	 0
4440280.3	100	26	 0
4440280.3	100	27	 0
4440280.3	100	28	 0.049
4440280.3	100	29	 0
4440280.3	100	2	 0
4440280.3	100	3	 0
4440280.3	100	4	 0
4440280.3	100	5	 0.105
4440280.3	100	6	 0
4440280.3	100	7	 0
4440280.3	100	8	 0
4440280.3	100	9	 0
4440281.3	100	10	 0.132
4440281.3	100	11	 1.343
4440281.3	100	12	 0
4440281.3	100	13	 0
4440281.3	100	14	 0
4440281.3	100	15	 0.268
4440281.3	100	16	 1.304
4440281.3	100	17	 0.003
4440281.3	100	18	 0.003
4440281.3	100	19	 0.038
4440281.3	100	1	 0.044
4440281.3	100	20	 0
4440281.3	100	21	 0.178
4440281.3	100	22	 0
4440281.3	100	23	 0.037
4440281.3	100	24	 0
4440281.3	100	25	 0
4440281.3	100	26	 0
4440281.3	100	27	 0
4440281.3	100	28	 0.049
4440281.3	100	29	 4.118
4440281.3	100	2	 0
4440281.3	100	3	 0
4440281.3	100	4	 3.065
4440281.3	100	5	 2.484
4440281.3	100	6	 4.15
4440281.3	100	7	 1.929
4440281.3	100	8	 0
4440281.3	100	9	 0
4440282.3	100	10	 0.063
4440282.3	100	11	 0.025
4440282.3	100	12	 0
4440282.3	100	13	 0
4440282.3	100	14	 0
4440282.3	100	15	 0.268
4440282.3	100	16	 0.282
4440282.3	100	17	 0
4440282.3	100	18	 0
4440282.3	100	19	 0.038
4440282.3	100	1	 0.025
4440282.3	100	20	 0
4440282.3	100	21	 0
4440282.3	100	22	 0
4440282.3	100	23	 0.037
4440282.3	100	24	 0
4440282.3	100	25	 0
4440282.3	100	26	 0
4440282.3	100	27	 0
4440282.3	100	28	 0.049
4440282.3	100	29	 1.926
4440282.3	100	2	 0
