ID 	MSL	Sscore_2017	Sscore_2014	30	60	100	150	200	250	300	biome	feature	material	env_package	location	latitude	longitude	depth
4441149.3	230	14.339	14.72	12.352	15.251	13.942	14.265	14.216	14.339	14.23	marine habitat	marine habitat	marine habitat	water	Outside Seychelles, Indian Ocean	-4.635	56.8361	1.5
4453436.3	111	14.302	15.291	12.498	15.548	14.302	14.595	14.612	14.72	14.621	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4539509.3	102	14.248	15.754	13.128	15.591	14.248	14.536	14.512	14.665	14.56	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	150
4539505.3	108	14.228	14.115	12.547	15.521	14.228	14.51	14.47	14.578	14.479	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	120
4478038.3	141	14.211	13.719	12.21	15.144	13.923	14.211	14.234	14.327	14.235	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.7412664	-56.2533385	0
4477789.3	141	14.175	14.715	12.442	15.19	13.909	14.175	14.166	14.301	14.206	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.6832502	-55.8357663	0
4539504.3	109	14.163	14.147	12.52	15.485	14.163	14.438	14.404	14.512	14.413	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	80
4441591.3	243	14.134	15.462	12.041	14.762	13.853	14.09	14.108	14.134	14.002	marine habitat	marine habitat	marine habitat	water	Eastern Tropical Pacific, Gulf of Panama	8.1292	-79.6911	1.6
4461013.3	105	14.125	14.989	12.254	15.35	14.125	14.408	14.453	14.61	14.508	soil	soil	soil	soil	Lucknow	27.0, 24.7	81.08, 57.8	.02 ; Meter
4479944.3	128	14.087	14.544	12.169	15.104	13.814	14.087	14.076	14.233	14.131	Subtropical and temperate rainforests or woodlands	Zoological garden	compost	built environment	Sao Paulo Zoo Park	-23	-46	0
4478941.3	141	14.072	14.631	11.961	15.025	13.779	14.072	14.089	14.197	14.098	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.7412664	-56.2533385	0
4443705.3	73	14.035	15.155	11.869	14.035	13.082	13.28	13.248	13.262	13.137	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	60.27	-5.22	0
4450328.3	108	14.033	14.925	12.198	15.285	14.033	14.312	14.361	14.518	14.416	terrestrial biome	plant-associated habitat	organic material	plant-associated	Los Banos	14.1387	121.26159	0
4450125.3	120	13.978	14.152	12.149	15.219	13.978	14.258	14.306	14.463	14.361	Tundra biome	peat soil	peat soil	soil	Ny Ãlesund, Svalbard	80.60906667	13.48425	0
4494601.3	138	13.966	15.223	12.015	14.77	13.84	13.966	14.002	14.072	13.937	oceanic mesopelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	300
4441590.3	247	13.935	13.535	11.661	14.703	13.449	13.729	13.778	13.935	13.833	freshwater habitat	freshwater habitat	freshwater habitat	water	Lake Gatun, Panama	9.1644	-79.83611	4.2
4453261.3	120	13.919	14.842	12.149	15.16	13.919	14.2	14.248	14.405	14.303	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4478943.3	141	13.916	14.58	12.154	14.927	13.641	13.916	13.885	13.978	13.886	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.7412664	-56.2533385	0
4478350.3	299	13.891	14.731	12.292	15.075	13.622	13.843	13.838	13.979	13.891	cultured habitat	cultured habitat	cultured habitat	soil	Berkeley, CA	37.786111	-122.318611	0 ; Meter
4453433.3	115	13.89	14.836	12.12	15.131	13.89	14.174	14.22	14.377	14.275	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4441582.3	236	13.853	15.296	11.704	14.384	13.585	13.823	13.842	13.853	13.728	marine habitat	marine habitat	marine habitat	water	Bay of Fundy, Nova Scotia	44.112	-64.9467	1
4441144.3	237	13.847	14.107	11.853	14.762	13.451	13.771	13.724	13.847	13.738	marine habitat	marine habitat	marine habitat	water	Cape May, NJ	38.94	-74.685	1
4516220.3	174	13.83	14.415	11.588	14.715	13.535	13.83	13.88	14.04	13.941	freshwater biome	extreme high temperature habitat	sediment	sediment	USA Great Basin Desert, Great Boiling Spring	40.65833	-119.37772	0.01
4460180.3	109	13.817	15.374	12.003	14.728	13.817	14.057	14.073	14.099	13.967	estuarine biome	estuarine bulk water	water	water	Puget Sound, WA	47.700556	122.450556	5
4441596.4	241	13.785	15.216	11.869	14.474	13.571	13.795	13.759	13.785	13.653	marine habitat	marine habitat	marine habitat	water	Galapagos Islands, Coastal Floreana	1.2169	-90.3197	2
4445990.3	113	13.779	14.672	11.961	15.025	13.779	14.072	14.089	14.197	14.098	soil	soil	soil	soil	Mercury, Navada	36.49	-115.55	0-0.005 ; Meter
4441618.3	222	13.752	15.253	11.976	14.54	13.564	13.788	13.752	13.778	13.646	marine habitat	marine habitat	marine habitat	water	Indian Ocean - West coast Zanzibar (Tanzania), harbour region	-6.1167	39.1167	1.5
4441662.3	236	13.727	14.684	11.712	14.594	13.355	13.594	13.614	13.727	13.635	marine habitat	marine habitat	marine habitat	water	Galapagos Islands - Warm seep, Roca Redonda	0.2722	-91.633	19
4557987.3	83	13.697	14.868	12.035	14.943	13.697	13.964	13.959	14.116	14.014	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	Cuatro Cienegas	26.848087	-102.141608	0
4441589.3	234	13.691	14.783	11.837	14.394	13.431	13.699	13.65	13.691	13.549	marine habitat	marine habitat	marine habitat	water	Caribbean Sea, Northeast of Colon	10.7164	-80.2544	1.7
4443699.3	74	13.688	12.88	11.213	13.688	12.386	12.569	12.531	12.629	12.534	marine habitat	marine habitat	marine habitat	water	Pacific North Equatorial	5.0833	-161.967	5 ; Meter
4460188.3	109	13.679	15.039	12.413	14.98	13.679	13.928	13.898	13.994	13.902	estuarine biome	estuarine bulk water	water	water	Puget Sound, WA	47.883333	122.366667	5
4516637.3	29	13.676	13.544	13.676	16.818	15.566	15.848	15.887	16.031	15.929	air	air	air	air	Beijing	40.0047	116.3261	0
4510168.3	32	13.676	13.575	13.676	16.818	15.566	15.848	15.887	16.031	15.929	marine benthic biome	ocean	marine sediment	sediment	Gulf of Mexico	28.74491944	-88.374242	0
4548350.3	33	13.676	13.666	13.676	16.818	15.566	15.848	15.887	16.031	15.929	marine biome	tidal pool	sediment	microbial mat|biofilm	Schiermonnikoog	53.4785962	6.1560311	0
4502930.3	31	13.676	13.666	13.676	16.818	15.566	15.848	15.887	16.031	15.929	Prairie Division (250)	field	arable soil	plant-associated	Wrights IL	39.3767667	-90.3235	0
4502924.3	31	13.667	13.666	13.667	16.813	15.561	15.843	15.882	16.026	15.924	Prairie Division (250)	field	arable soil	plant-associated	Auburn, IL	39.5853	-89.7607167	0
4516803.3	29	13.667	13.446	13.667	16.813	15.559	15.841	15.88	16.024	15.922	air	air	air	air	Beijing	40.0047	116.3261	0
4510170.3	32	13.667	13.477	13.667	16.813	15.559	15.841	15.88	16.024	15.922	marine benthic biome	ocean	marine sediment	sediment	Gulf of Mexico	28.672508	-88.435906	0
