ID 	30	60	100	150	200	250	300
4440036.3	3.044	3.242	2.923	2.932	2.788	2.939	2.901
4440037.3	4.478	4.794	4.738	4.951	4.92	4.922	4.879
4440038.3	5.22	5.318	4.872	5.06	4.988	5.036	4.93
4440039.3	5.353	6.258	6.006	6.201	6.193	6.216	6.198
4440041.3	4.158	4.396	3.852	3.815	3.751	3.801	3.778
4440060.4	5.058	6.881	6.684	6.74	6.609	6.742	6.655
4440061.3	0.595	1.115	1.131	1.17	1.126	1.166	1.149
4440067.3	7.871	9.416	8.964	9.178	9.097	9.131	9.008
4440090.3	5.046	6.014	5.711	5.863	5.865	5.915	5.849
4440102.3	0.716	0.575	0.46	0.477	0.45	0.481	0.482
4440144.4	0.35	0.212	0.182	0.179	0.179	0.178	0.178
4440145.4	1.343	1.412	1.279	1.351	1.326	1.361	1.314
4440279.3	0.83	0.751	0.688	0.718	0.699	0.708	0.713
4440280.3	0.929	0.916	0.786	0.811	0.761	0.809	0.798
4440281.3	11.274	13.303	12.317	12.646	12.69	12.765	12.628
4440282.3	3.392	3.608	3.425	3.407	3.329	3.401	3.309
4440304.3	4.656	4.518	3.728	3.734	3.764	3.757	3.729
4440305.3	3.932	4.18	3.985	4.07	4.021	4.029	3.898
4440306.3	7.423	8.304	8.064	8.386	8.319	8.377	8.252
4440319.3	2.328	2.783	2.61	2.694	2.674	2.682	2.683
4440320.3	1.157	0.886	0.9	0.886	0.886	0.877	0.846
4440321.3	0.253	0.096	0.071	0.063	0.077	0.07	0.065
4440322.3	3.188	3.03	2.861	2.878	2.843	2.867	2.886
4440323.3	0.014	0.096	0.069	0.079	0.055	0.091	0.087
4440324.3	4.167	4.065	3.639	3.742	3.788	3.825	3.827
4440325.3	0.355	0.408	0.373	0.359	0.353	0.358	0.363
4440327.3	0.668	0.781	0.62	0.701	0.678	0.712	0.666
4440328.3	0.33	0.161	0.116	0.167	0.141	0.161	0.17
4440329.3	10.928	12.021	10.964	11.231	11.159	11.368	11.301
4440358.3	5.733	5.855	5.051	5.138	5.068	5.189	5.093
4440359.3	3.73	3.854	3.553	3.496	3.458	3.502	3.479
4440360.3	3.351	3.946	3.721	3.768	3.798	3.727	3.683
4440361.3	5.578	5.946	5.391	5.454	5.363	5.432	5.333
4440362.3	6.011	6.32	5.536	5.597	5.551	5.664	5.555
4440363.3	2.377	2.466	2.264	2.384	2.3	2.4	2.362
4440364.3	6.481	6.371	6.024	6.2	6.189	6.188	6.146
4440365.3	1.064	1.214	1.163	1.194	1.166	1.191	1.184
4440370.3	1.127	1.186	1.016	1.082	1.09	1.092	1.038
4440371.3	0.592	0.562	0.469	0.455	0.424	0.461	0.454
4440372.3	0.35	0.212	0.182	0.179	0.179	0.178	0.178
4440373.3	0.647	0.259	0.211	0.204	0.21	0.212	0.219
4440374.3	3.495	3.268	2.735	2.735	2.806	2.728	2.657
4440375.3	1.528	1.606	1.583	1.709	1.642	1.701	1.706
4440376.3	1.354	1.189	1.11	1.194	1.235	1.231	1.201
4440377.3	0.47	0.459	0.41	0.404	0.421	0.375	0.366
4440379.3	0.234	0.271	0.245	0.32	0.287	0.298	0.313
4440380.3	0.059	0.02	0.003	0	0	0	0.008
4440381.3	0.325	0.389	0.349	0.346	0.344	0.328	0.33
4440411.3	1.877	2.361	1.906	1.942	1.913	1.934	1.946
4440412.3	0.455	0.288	0.28	0.264	0.263	0.273	0.26
4440413.3	4.28	5.019	4.706	4.796	4.783	4.815	4.809
4440414.3	0.232	0.187	0.164	0.156	0.153	0.155	0.155
4440416.3	1.372	1.172	1.065	1.068	1.085	1.092	1.076
4440417.3	0.14	0.223	0.233	0.3	0.259	0.319	0.307
4440419.3	2.465	2.483	2.215	2.259	2.194	2.254	2.284
4440420.3	3.464	3.107	2.593	2.714	2.641	2.79	2.714
4440421.3	0.542	0.34	0.307	0.345	0.334	0.343	0.342
4440422.3	4.197	5.181	4.836	4.998	5.009	5.071	5.081
4440423.3	8.982	10.461	9.742	9.942	9.899	9.946	9.817
4440424.3	0.821	0.842	0.75	0.761	0.752	0.735	0.719
4440425.3	7.711	8.781	8.429	8.537	8.513	8.589	8.446
4440426.3	2.63	2.696	2.428	2.495	2.405	2.525	2.435
4440427.3	0.224	0.134	0.105	0.101	0.098	0.098	0.106
4440428.3	1.453	1.744	1.672	1.724	1.721	1.807	1.815
4440429.3	3.478	3.301	2.769	2.882	2.824	2.925	2.833
4440430.3	4.907	5.985	5.561	5.749	5.695	5.742	5.608
4440431.3	0.591	0.424	0.452	0.489	0.516	0.492	0.461
4440432.3	0.686	0.471	0.349	0.321	0.318	0.303	0.301
4440433.3	4.243	4.349	3.79	3.965	3.898	4.018	3.914
4440434.3	3.187	3.261	2.986	3.107	3.048	3.08	3.043
4440435.3	4.48	4.696	4.187	4.235	4.151	4.205	4.12
4440436.3	1.002	0.939	0.999	1.117	1.132	1.158	1.153
4440437.3	8.476	9.701	8.977	9.403	9.393	9.441	9.321
4440438.3	6.445	7.6	6.993	7.237	7.215	7.265	7.122
4440439.3	0.8	0.674	0.465	0.435	0.427	0.452	0.497
4440440.3	8.982	10.461	9.742	9.942	9.899	9.946	9.817
4440960.3	8.1	8.671	8.1	8.406	8.367	8.452	8.349
4440961.3	8.101	9.325	8.593	8.744	8.748	8.819	8.698
4440963.3	9.375	11.555	10.409	10.748	10.755	10.904	10.803
4440964.3	9.271	10.997	9.669	9.884	9.86	10.033	9.983
4440965.3	9.583	11.228	10.203	10.393	10.383	10.461	10.337
4440966.3	9.813	11.835	10.751	10.896	10.896	10.954	10.838
4440967.3	9.387	11.255	9.888	10.128	10.173	10.31	10.228
4440968.3	10.6	13.114	11.583	11.697	11.695	11.836	11.742
4440969.3	9.516	11.226	10.115	10.279	10.3	10.362	10.245
4440970.3	10.086	12.662	11.31	11.532	11.549	11.699	11.611
4440971.3	8.957	11.073	9.713	9.855	9.932	10.009	10.011
4440972.3	8.219	9.916	8.925	9.121	9.193	9.172	9.144
4440973.3	6.552	6.673	5.988	6.089	6.054	6.182	6.093
4440984.3	13.028	15.997	14.84	15.165	15.2	15.344	15.239
4441020.3	12.912	15.767	14.544	14.808	14.8	14.935	14.84
4441021.3	13.158	16.207	15.035	15.309	15.357	15.486	15.391
4441022.3	13.39	16.394	15.13	15.396	15.384	15.528	15.426
4441025.3	7.14	7.383	6.638	6.768	6.748	6.817	6.688
4441041.3	6.066	7.746	6.761	6.714	6.67	6.679	6.572
4441050.3	4.582	5.438	4.92	4.908	4.909	4.835	4.827
4441051.3	4.623	5.62	4.803	4.759	4.732	4.772	4.678
4441055.3	6.536	6.574	5.91	6.035	5.997	5.986	5.958
4441056.3	9.586	11.891	11.012	11.188	11.18	11.195	11.072
4441057.3	9.309	10.733	9.558	9.702	9.677	9.694	9.576
4441057.4	7.761	9.423	8.223	8.257	8.184	8.252	8.168
4441062.3	10.12	11.864	11.335	11.6	11.557	11.65	11.503
4441091.3	6.424	7.602	6.876	6.878	6.818	6.926	6.824
4441092.3	11.385	14.541	13.263	13.437	13.484	13.643	13.541
4441093.3	9.983	12.35	11.068	11.221	11.276	11.439	11.344
4441095.3	6.132	7.383	6.193	6.12	6.072	6.138	6.044
4441096.3	5.592	6.166	5.519	5.606	5.571	5.581	5.482
4441102.3	12.531	15.594	14.437	14.765	14.791	14.956	14.844
4441121.3	2.643	2.218	1.843	1.875	1.891	1.891	1.856
4441124.3	1.364	1.653	1.497	1.509	1.499	1.49	1.455
4441125.3	3.415	4.649	4.25	4.357	4.401	4.313	4.246
4441126.3	1.234	1.647	1.518	1.509	1.464	1.435	1.424
4441127.3	2.938	2.591	2.03	1.899	1.89	1.882	1.901
4441128.3	3.763	3.558	3.023	2.994	2.986	3.007	3.047
4441129.3	2.497	2.528	1.981	1.927	1.93	1.891	1.91
4441130.3	2.848	2.765	2.251	2.095	2.053	2.068	1.998
4441131.3	0.695	0.589	0.513	0.579	0.588	0.564	0.556
4441132.3	0.73	0.661	0.46	0.497	0.444	0.498	0.51
4441133.3	10.848	12.712	11.79	11.984	11.939	11.973	11.845
4441134.3	8.165	9.569	8.668	8.71	8.648	8.712	8.575
4441135.3	10.792	12.977	11.998	12.077	11.998	12.062	11.942
4441136.3	3.509	3.492	3.166	3.243	3.212	3.193	3.169
4441137.3	8.573	11.001	9.955	10.185	10.165	10.185	10.064
4441138.3	10.93	13.766	12.308	12.538	12.511	12.61	12.525
4441139.3	10.271	12.805	11.89	12.004	11.973	11.986	11.861
4441139.4	8.485	10.01	9.206	9.287	9.241	9.269	9.136
4441143.3	12.355	15.348	14.108	14.384	14.349	14.457	14.358
4441144.3	11.853	14.762	13.451	13.771	13.724	13.847	13.738
4441145.3	10.545	13.139	12.141	12.304	12.254	12.297	12.155
4441146.3	11.649	14.682	13.394	13.564	13.529	13.639	13.54
4441147.3	9.893	11.997	10.962	11.065	11.039	11.043	10.928
4441148.3	10.179	11.993	10.89	10.979	10.947	10.969	10.855
4441149.3	12.352	15.251	13.942	14.265	14.216	14.339	14.23
4441150.3	10.935	13.979	12.702	12.919	12.869	12.994	12.885
4441151.3	10.137	12.827	11.993	12.206	12.157	12.202	12.057
4441152.3	9.863	12.133	11.189	11.298	11.253	11.286	11.158
4441153.3	10.897	13.535	12.654	12.829	12.835	12.863	12.728
4441155.3	10.767	13.564	12.294	12.415	12.38	12.495	12.403
4441156.3	10.724	13.524	12.194	12.361	12.311	12.441	12.339
4441167.3	11.194	13.198	12.2	12.409	12.384	12.386	12.271
4441205.3	8.443	10.433	9.495	9.628	9.586	9.623	9.495
4441214.3	9.713	12.369	10.985	11.13	11.106	11.307	11.221
4441215.3	10.616	13.185	11.784	11.996	11.983	12.159	12.097
4441347.3	8.02	10.661	9.364	9.452	9.378	9.498	9.434
4441363.3	12.225	15.021	13.622	13.837	13.833	13.974	13.886
4441568.3	10.137	12.827	11.993	12.206	12.157	12.202	12.057
4441570.3	12.529	15.49	14.168	14.443	14.409	14.517	14.418
4441571.3	3.168	2.694	1.957	2.068	2.126	2.122	2.108
4441572.3	1.35	1.888	1.572	1.632	1.625	1.558	1.508
4441573.3	12.527	15.636	14.39	14.679	14.698	14.806	14.707
4441574.3	13.361	16.427	15.186	15.466	15.507	15.657	15.555
4441575.3	2.608	2.513	2.166	2.343	2.373	2.301	2.23
4441576.3	1.941	1.944	1.406	1.528	1.534	1.554	1.55
4441577.3	2.06	1.568	1.228	1.201	1.21	1.217	1.247
4441578.3	3.46	3.474	2.632	2.655	2.726	2.752	2.737
4441579.3	4.37	3.61	3.225	3.118	3.13	3.119	3.128
4441580.3	1.25	1.328	0.975	1.022	1.038	1.021	0.981
4441581.3	1.416	1.29	1.116	1.113	1.076	1.095	1.11
4441582.3	11.704	14.384	13.585	13.823	13.842	13.853	13.728
4441583.3	3.086	3.276	2.817	2.792	2.681	2.783	2.714
4441584.3	1.693	2.137	1.834	1.91	1.843	1.905	1.878
4441585.3	12.495	15.475	14.182	14.504	14.454	14.577	14.468
4441586.3	1.476	1.614	1.376	1.356	1.367	1.316	1.335
4441587.3	2.666	2.947	2.601	2.631	2.538	2.594	2.561
4441588.3	0.38	0.326	0.287	0.269	0.261	0.262	0.266
4441589.3	11.837	14.394	13.431	13.699	13.65	13.691	13.549
4441590.3	11.661	14.703	13.449	13.729	13.778	13.935	13.833
4441591.3	12.041	14.762	13.853	14.09	14.108	14.134	14.002
4441592.3	1.448	1.517	1.354	1.286	1.224	1.257	1.25
4441593.3	9.255	11.397	10.36	10.501	10.459	10.497	10.362
4441594.3	11.096	13.732	12.792	12.911	12.874	12.902	12.77
4441595.3	11.221	13.867	12.856	12.974	12.937	12.965	12.833
4441596.3	11.626	14.607	13.261	13.475	13.427	13.552	13.443
4441596.4	11.869	14.474	13.571	13.795	13.759	13.785	13.653
4441597.3	13.215	16.13	14.826	15.136	15.111	15.276	15.164
4441598.3	13.401	16.488	15.236	15.515	15.557	15.707	15.605
4441599.3	13.41	16.493	15.241	15.52	15.562	15.712	15.61
4441600.3	11.626	14.607	13.261	13.475	13.427	13.552	13.443
4441601.3	11.228	14.23	12.871	13.041	13.006	13.116	13.017
4441602.3	10.973	14.013	12.736	12.95	12.902	13.027	12.918
4441603.3	12.576	15.702	14.443	14.731	14.751	14.859	14.76
4441604.3	11.228	14.23	12.871	13.041	13.006	13.116	13.017
4441605.3	10.767	13.623	12.353	12.473	12.438	12.553	12.461
4441606.3	10.271	12.805	11.888	12.002	11.971	11.984	11.859
4441607.3	10.339	12.749	11.756	11.825	11.788	11.821	11.696
4441608.3	8.165	9.569	8.668	8.71	8.648	8.712	8.575
4441609.3	11.073	13.657	12.659	12.822	12.772	12.815	12.673
4441610.3	12.404	15.414	14.163	14.438	14.404	14.512	14.413
4441611.3	12.529	15.49	14.166	14.441	14.407	14.515	14.416
4441613.3	12.495	15.475	14.182	14.504	14.454	14.577	14.468
4441614.3	10.883	13.635	12.294	12.415	12.38	12.495	12.403
4441615.3	11.508	14.226	12.933	13.203	13.156	13.284	13.182
4441616.3	11.517	14.172	12.881	13.152	13.105	13.233	13.131
4441617.3	12.518	15.55	14.313	14.591	14.554	14.662	14.563
4441618.3	11.976	14.54	13.564	13.788	13.752	13.778	13.646
4441619.3	10.774	13.897	12.459	12.59	12.636	12.801	12.706
4441620.3	13.267	16.117	14.811	15.082	15.067	15.217	15.115
4441621.3	7.423	8.304	8.064	8.386	8.319	8.377	8.252
4441622.3	7.423	8.304	8.064	8.386	8.319	8.377	8.252
4441623.3	3.932	4.18	3.985	4.07	4.021	4.029	3.898
4441624.3	3.188	3.03	2.861	2.878	2.843	2.867	2.886
