ID 	MSL	SS	SS_pos 	SS_2014	biome	feature	material	env_package	location	latitude	longitude	depth
4510173.3	31	7.506	13.401	13.477	marine benthic biome	ocean	marine sediment	sediment	Gulf of Mexico	28.575208	-88.537842	0
4510171.3	32	7.506	13.401	13.355	marine benthic biome	ocean	marine sediment	sediment	Gulf of Mexico	28.639058	-88.471317	0
4510165.3	32	7.506	13.401	13.477	marine benthic biome	ocean	marine sediment	sediment	Gulf of Mexico	28.740483	88.368058	0
4441214.3	69	7.502	12.369	11.543	sediment	sediment	sediment	sediment	Gulf of Mexico	27.30134833	-94.38756167	-1470 ; Meter
4539527.3	29	7.499	13.401	13.477	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.771111	-92.961667	0
4539517.3	29	7.499	13.401	13.477	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.771111	-92.961667	0
4502540.3	31	7.496	13.41	13.477	Prairie Division (250)	field	arable soil	plant-associated	Auburn, IL	39.59845	-89.7643667	0
4546369.3	30	7.494	13.39	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4441590.3	247	7.489	13.935	13.535	freshwater habitat	freshwater habitat	freshwater habitat	water	Lake Gatun, Panama	9.1644	-79.83611	4.2
4539583.3	28	7.489	13.401	13.477	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4539579.3	28	7.489	13.401	13.477	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4539524.3	29	7.489	13.401	13.477	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.771111	-92.961667	0
4539522.3	29	7.489	13.401	13.477	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.771111	-92.961667	0
4531895.3	32	7.487	13.401	13.355	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4545013.3	30	7.487	13.39	13.363	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	3.5580384	105.6420599	0
4502539.3	32	7.487	13.401	13.477	Prairie Division (250)	field	arable soil	plant-associated	Auburn, IL	39.59845	-89.7643667	0
4502928.3	31	7.487	13.401	13.477	Prairie Division (250)	field	arable soil	plant-associated	Urbana, IL	40.0776833	-88.2157167	0
4502927.3	31	7.487	13.401	13.477	Prairie Division (250)	field	arable soil	plant-associated	Urbana, IL	40.0776667	-88.2178667	0
4502931.3	31	7.487	13.401	13.477	Prairie Division (250)	field	arable soil	plant-associated	Wrights IL	39.3756667	-90.3237167	0
4539594.3	31	7.487	13.401	13.477	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4539593.3	30	7.487	13.401	13.456	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4539577.3	30	7.487	13.401	13.477	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4539576.3	30	7.487	13.401	13.477	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4539575.3	30	7.487	13.401	13.477	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4539574.3	30	7.487	13.401	13.477	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4539573.3	30	7.487	13.401	13.477	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4539572.3	30	7.487	13.401	13.568	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4539571.3	30	7.487	13.401	13.477	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4539518.3	29	7.487	13.401	13.477	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.771111	-92.961667	0
4539526.3	29	7.486	13.39	13.477	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.771111	-92.961667	0
4545018.3	29	7.483	13.39	13.363	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	8.5580384	110.6420599	0
4545016.3	30	7.483	13.39	13.356	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	6.5580384	108.6420599	0
4510175.3	32	7.477	13.372	13.471	marine benthic biome	ocean	marine sediment	sediment	Gulf of Mexico	28.345175	-88.778517	0
4531601.3	32	7.476	13.39	13.355	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4539582.3	28	7.47	13.372	13.349	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4539581.3	28	7.47	13.372	13.471	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4531604.3	32	7.465	13.372	13.419	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4450328.3	108	7.463	14.033	14.925	terrestrial biome	plant-associated habitat	organic material	plant-associated	Los Banos	14.1387	121.26159	0
4545677.3	30	7.458	13.372	13.419	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4539592.3	32	7.458	13.372	13.471	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4531586.3	32	7.454	13.361	13.259	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4544304.3	30	7.448	13.334	13.356	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4450125.3	120	7.445	13.978	14.152	Tundra biome	peat soil	peat soil	soil	Ny Ãlesund, Svalbard	80.60906667	13.48425	0
4545020.3	30	7.431	13.345	13.355	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	10.5580384	112.6420599	0
4441146.3	233	7.431	13.639	14.419	marine habitat	marine habitat	marine habitat	water	Tropical South Pacific - 201 miles from F. Polynesia	-10.1314	-135.4494	30
4545192.3	30	7.427	13.334	13.387	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4477874.3	32	7.425	13.316	13.349	Tundra biome	slope	bulk soil	soil	Toolik Lake LTER, Alaska, USA	68.633	-149.583	0
4545446.3	29	7.42	13.334	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4544296.3	30	7.42	13.334	13.387	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4443705.3	73	7.42	14.035	15.155	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	60.27	-5.22	0
4544307.3	30	7.411	13.229	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4539580.3	28	7.409	13.323	13.349	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4531584.3	32	7.392	13.285	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4443682.3	217	7.39	13.613	15.063	freshwater	freshwater	freshwater	water	Ace Lake Vestfold Hills, Antarctica	68.4	78.182778	11.5
4544293.3	30	7.389	13.285	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4545448.3	30	7.382	13.285	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4545190.3	30	7.382	13.285	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4544302.3	29	7.382	13.285	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4544295.3	30	7.382	13.285	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4531585.3	32	7.382	13.285	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4539525.3	29	7.381	13.285	13.477	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.771111	-92.961667	0
4544306.3	30	7.378	13.285	13.387	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4544298.3	30	7.378	13.285	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4544294.3	30	7.378	13.285	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4531573.3	32	7.378	13.285	13.387	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4531566.3	32	7.378	13.285	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4539515.3	29	7.373	13.285	13.355	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.771111	-92.961667	0
4539514.3	29	7.373	13.285	13.355	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.771111	-92.961667	0
4441662.3	236	7.372	13.727	14.684	marine habitat	marine habitat	marine habitat	water	Galapagos Islands - Warm seep, Roca Redonda	0.2722	-91.633	19
4544303.3	29	7.371	13.285	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4544301.3	29	7.371	13.285	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4544300.3	29	7.371	13.285	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4531600.3	32	7.371	13.285	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4531583.3	32	7.371	13.285	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4531570.3	32	7.371	13.285	13.387	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4467420.3	31	7.371	13.285	13.355	aquatic biome	wastewater treatment plant	waste water	wastewater|sludge	Aerobic activated sludge DNA from Stanley wastewater treatment plant of Hong Kong	22.21	114.22	0
4453261.3	120	7.359	13.919	14.842	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4441589.3	234	7.358	13.691	14.783	marine habitat	marine habitat	marine habitat	water	Caribbean Sea, Northeast of Colon	10.7164	-80.2544	1.7
4545678.3	30	7.355	13.269	13.44	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4460180.3	109	7.346	13.817	15.374	estuarine biome	estuarine bulk water	water	water	Puget Sound, WA	47.700556	122.450556	5
4494609.3	137	7.344	13.479	14.071	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	150
4453433.3	115	7.342	13.89	14.836	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4544291.3	30	7.333	13.229	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4453083.3	120	7.332	13.628	14.861	freshwater habitat	freshwater habitat	freshwater habitat	water	South Australia	-35.18	138.46	79 ; Meter
4539589.3	24	7.329	13.2	13.349	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4545447.3	29	7.326	13.229	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4545012.3	30	7.326	13.229	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	2.5580384	104.6420599	0
4510335.3	139	7.324	13.495	14.235	marine bathyal zone biome	continental slope	marine sediment	sediment	Peru_Margin	-10.97620167	-77.95765	30
4460188.3	109	7.323	13.679	15.039	estuarine biome	estuarine bulk water	water	water	Puget Sound, WA	47.883333	122.366667	5
4545450.3	30	7.322	13.229	12.837	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4544297.3	30	7.322	13.229	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4545193.3	30	7.315	13.229	13.387	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4545015.3	30	7.315	13.229	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	5.5580384	107.6420599	0
4544292.3	30	7.315	13.229	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4477807.3	32	7.315	13.229	13.477	Tropical and subtropical moist broadleaf forest biome	slope	bulk soil	soil	Manu National Park, Peru	-12.633	-71.233	0
4544305.3	30	7.312	13.219	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4440968.3	179	7.312	11.695	12.03	microbial mat	microbial mat	microbial mat	microbial mat|biofilm	Exportadora de Sal saltworks, Guerrero Negro, Baja California Sur, Mexico	27.68908	-113.917	.010-.022
4544299.3	30	7.306	13.2	13.259	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4557987.3	83	7.287	13.697	14.868	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	Cuatro Cienegas	26.848087	-102.141608	0
4557982.3	78	7.281	9.16	9.137	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	Cuatro Cienegas	26.848087	-102.141608	0
4539590.3	24	7.277	13.158	13.355	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4531925.3	32	7.249	13.151	13.238	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4531923.3	32	7.243	13.15	13.161	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4445990.3	113	7.243	13.779	14.672	soil	soil	soil	soil	Mercury, Navada	36.49	-115.55	0-0.005 ; Meter
4441596.3	238	7.219	13.552	14.419	marine habitat	marine habitat	marine habitat	water	Galapagos Islands - North James Bay, Santigo Island	0.2	-90.8353	2.1
4441600.3	235	7.219	13.552	13.986	marine habitat	marine habitat	marine habitat	water	Galapagos Islands - North Seamore Island	-0.3831	-90.2797	2.1
4545684.3	30	7.187	13.101	13.288	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4441092.3	233	7.175	13.643	14.335	sludge	sludge	sludge	wastewater|sludge	Thornside Sewage Treatment Plant	-27.467	153.01667	0
4441138.3	239	7.173	12.61	13.492	mine drainage ; microbial mat	mine drainage ; microbial mat	mine drainage ; microbial mat	built environment	Richmond Mine, Iron Mountain, CA	40.68	-122.522	0.05
4453064.3	119	7.166	12.533	13.005	freshwater habitat	freshwater habitat	freshwater habitat	water	South Australia	-35.18	138.46	13 ; Meter
4531896.3	32	7.151	12.958	12.055	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4480815.3	32	7.12	12.929	13.107	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4550336.3	32	7.089	12.176	12.217	ocean biome	borehole	Water	water	Gippsland Basin	-38.16666667	148.4166667	-1960
4450123.3	120	7.086	13.599	14.654	Tundra biome	peat soil	peat soil	soil	Ny Ãlesund, Svalbard	80.5925	13.61018333	0
4443699.3	74	7.085	13.688	12.88	marine habitat	marine habitat	marine habitat	water	Pacific North Equatorial	5.0833	-161.967	5 ; Meter
4479311.3	141	7.061	13.392	13.945	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.7412664	-56.2533385	0
4448052.3	109	7.059	13.57	14.648	aquatic biome	cave	water	microbial mat|biofilm	south australia	-31.65418053	128.7749939	0
4480864.3	32	7.058	12.929	13.107	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4539591.3	24	7.057	12.938	13.259	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4478940.3	141	7.037	13.325	13.911	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.7412664	-56.2533385	0
4545683.3	30	7.029	12.943	13.267	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4477755.3	141	7.02	13.424	14.528	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.6832502	-55.8357663	0
4545676.3	30	7.019	12.933	13.44	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4545679.3	30	6.992	12.906	13.446	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4531605.3	32	6.991	12.884	13.562	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4480863.3	32	6.989	12.88	12.803	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4441616.3	231	6.984	13.233	13.836	marine habitat	marine habitat	marine habitat	water	Indian Ocean - International water between Madagascar and South Africa	-32.39917	36.5919	2.2
4516291.3	117	6.98	13.439	14.124	mediterranean sea biome	lagoon	hypersaline water	water	Murcia	37.72955	-0.7741	0
4550335.3	32	6.954	12.176	12.217	ocean biome	borehole	Water	water	Gippsland Basin	-38.16666667	148.4166667	-1960
4545682.3	30	6.943	12.857	13.273	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4441615.3	217	6.923	13.156	13.963	marine habitat	marine habitat	marine habitat	water	Indian Ocean - International waters between Madagascar and South Africa	-30.8983	40.4203	1.9
4539588.3	24	6.915	12.77	13.265	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4441658.3	231	6.911	13.371	14.326	marine habitat	marine habitat	marine habitat	water	Delaware Bay, NJ	39.4178	-75.5142	1
4545021.3	30	6.904	12.8	13.265	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	11.5580384	113.6420599	0
4539587.3	24	6.89	12.771	12.831	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4516289.3	116	6.881	13.38	14.121	aquatic biome	freshwater habitat	eutrophic water	water	Valencia	39.3037632	-0.3226403	0
4446341.3	105	6.869	13.178	13.996	estuarine biome	marine benthic feature	sandy sediment	sediment	Point Turton	1434.949	137.354	0
4453257.3	121	6.829	13.387	14.268	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4460179.3	108	6.826	13.158	14.114	estuarine biome	estuarine bulk water	water	water	Puget Sound, WA	48.368056	122.716667	5
4441602.3	247	6.819	13.027	13.367	marine habitat	marine habitat	marine habitat	water	Cabo Marshall, Isabella Island	-0.02083	-91.1978	2.1
4443716.3	77	6.808	13.151	14.328	marine habitat	marine habitat	marine habitat	water	0	0	0	0
4621758.3	115	6.797	12.812	13.613	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	Cuatro Cienegas	26.848087	-102.141608	0
4441150.3	230	6.786	12.994	13.473	marine habitat	marine habitat	marine habitat	water	Indian Ocean	-4.6625	60.5231	1.5
4441604.3	246	6.783	13.116	13.8	marine habitat	marine habitat	marine habitat	water	Polynesia Archipelagos - Rangirora Atoll	-15.1436	-147.435	1
4453297.3	115	6.776	12.379	13.445	temperate coniferous forest biome	Cave	Water	water	Outokumpu	62.717	29.062	600
4544308.3	29	6.775	12.636	12.837	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4478936.3	141	6.759	13.173	13.685	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.6832502	-55.8357663	0
4440329.3	34	6.739	10.928	10.306	extreme habitat ; hypersaline	extreme habitat ; hypersaline	extreme habitat ; hypersaline	water	Salton Sea, California	33.4167	-115.9167	14
4441601.3	238	6.739	13.116	13.8	marine habitat	marine habitat	marine habitat	water	Galapagos Islands - Wolf Island	1.3891367	-91.81694	1.7
4539586.3	24	6.734	12.587	13.349	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4477875.3	32	6.733	12.614	12.605	Tropical and subtropical moist broadleaf forest biome	slope	bulk soil	soil	Misiones, Argentina	-26.733	-54.683	0
4546376.3	30	6.719	12.321	13.244	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	7.5580384	109.6420599	0
4477805.3	32	6.714	12.607	13.259	Deserts and xeric shrubland biome	slope	bulk soil	soil	Mojave Desert, California, USA	34.9	-115.65	0
4449284.3	122	6.712	13.152	14.111	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	45.39926	-93.26529	0
4441594.3	228	6.694	12.902	14.419	marine habitat	marine habitat	marine habitat	water	Open Ocean, 134 miles NE of Galapagos	1.2642	-90.295	2
4453407.3	121	6.688	13.246	14.179	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4443717.3	76	6.677	13.302	14.73	marine habitat	marine habitat	marine habitat	water	0	0	0	0
4539578.3	28	6.672	12.576	12.644	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4477877.3	32	6.66	12.561	13.334	Temperate coniferous forest biome	slope	bulk soil	soil	Calhoun Experimental Forest, South Carolina, USA	34.617	-81.667	0
4545686.3	30	6.656	12.513	12.839	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4524607.3	35	6.645	12.448	13.086	marine biome	marine feature	water	host-associated	Chula Vista, CA	32.6	-117.1072	0
4539584.3	28	6.635	12.547	12.638	terrestrial biome	terrestrial habitat	soil	soil	Iowa	41.827222	-93.008611	0
4441595.3	238	6.61	12.965	14.476	marine habitat	marine habitat	marine habitat	water	Galapagos Islands, Devil	1.2161	-90.42278	2.2
4557990.3	92	6.604	13.039	14.286	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	Cuatro Cienegas	26.848087	-102.141608	0
4545685.3	30	6.59	12.504	13.44	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4480861.3	32	6.585	12.443	12.613	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4447810.3	73	6.577	13.266	13.552	terrestrial biome	plant-associated habitat	organic material	plant-associated	Ciruelos de Coca	41.21333	-4.54556	0
4453435.3	106	6.57	13.128	14.095	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4441609.3	215	6.539	12.772	14.455	marine habitat	marine habitat	marine habitat	water	Indian Ocean	-8.505	80.3756	1.8
4442709.3	246	6.53	12.863	14.479	marine habitat	marine habitat	marine habitat	water	Northern Gulf of Maine	43.632	-66.8472	1
4441153.3	240	6.53	12.863	14.479	marine habitat	marine habitat	marine habitat	water	Northern Gulf of Maine	43.632	66.8472	1
4554157.3	106	6.504	12.203	12.744	tundra biome	tundra	soil	soil	Arctic	0	0	0
4546294.3	30	6.502	12.396	13.295	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	13.5580384	115.6420599	0
4441661.3	235	6.482	12.815	13.986	marine habitat	marine habitat	marine habitat	water	Eastern Tropical Pacific, 30 miles from Cocos Island	5.64	-86.565	2
4480764.3	32	6.474	12.343	12.803	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4477749.3	141	6.455	12.869	13.326	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.6832502	-55.8357663	0
4480867.3	32	6.427	12.225	12.238	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4480859.3	32	6.416	12.225	12.238	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4537104.3	32	6.416	12.194	12.81	marginal sea biome	ice mass	coastal water	water	Barrow, Alaska	71.36816	-156.69784	0
4441619.3	213	6.413	12.636	12.923	fossil	fossil	fossil	miscellaneous	Southern Ocean off the west Antarctic Peninsula shelf	-65.1	-64.47	560
4531603.3	32	6.369	12.265	12.628	anthropogenic terrestrial biome	wastewater treatment plant	sewage	wastewater|sludge	Universiti Teknologi Malaysia	1.5580384	103.6420599	0
4537105.3	32	6.331	12.209	12.714	marginal sea biome	ice mass	coastal water	water	Barrow, Alaska	71.36816	-156.69784	0
4441605.3	219	6.331	12.438	13.622	marine habitat	marine habitat	marine habitat	water	Polynesia Archipelagos - Moorea, Outside Cooks	-17.45306	-149.7989	1.4
4517718.3	32	6.322	11.343	11.121	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4478037.3	140	6.321	12.628	12.759	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.7412664	-56.2533385	0
4557983.3	84	6.307	12.544	13.098	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	Cuatro Cienegas	26.848087	-102.141608	0
4517729.3	32	6.301	11.055	10.882	terrestrial biome	mammalia-associated habitat	feces	host-associated	Halifax,NS	44.6488625	-63.5753196	0
4494604.3	128	6.291	12.563	13.282	oceanic mesopelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	180
