ID 	Public/private	SS	SS_pos 	SS_2014_pos	SS_2014_up	biome	feature	material	env_package	location	latitude	longitude	depth
4441599.3	Public	9.274	15.712	16.303	12.082	marine habitat	marine habitat	marine habitat	water	Punta Cormorant, Hypersaline Lagoon, Floreana Island	-1.2283	-90.4292	0.2 m
4441600.3	Public	7.219	13.552	13.986	10.542	marine habitat	marine habitat	marine habitat	water	Galapagos Islands - North Seamore Island	-0.3831	-90.2797	2.1
4441601.3	Public	6.739	13.116	13.8	10.302	marine habitat	marine habitat	marine habitat	water	Galapagos Islands - Wolf Island	1.3891367	-91.81694	1.7
4441602.3	Public	6.819	13.027	13.367	9.965	marine habitat	marine habitat	marine habitat	water	Cabo Marshall, Isabella Island	-0.02083	-91.1978	2.1
4441603.3	Public	8.421	14.859	15.574	11.467	marine habitat	marine habitat	marine habitat	water	Polynesia Archipelagos - Moorea, Cooks Bay	-17.47583	-149.8122	1.4
4441604.3	Public	6.783	13.116	13.8	10.316	marine habitat	marine habitat	marine habitat	water	Polynesia Archipelagos - Rangirora Atoll	-15.1436	-147.435	1
4441605.3	Public	6.331	12.438	13.622	10.272	marine habitat	marine habitat	marine habitat	water	Polynesia Archipelagos - Moorea, Outside Cooks	-17.45306	-149.7989	1.4
4441606.3	Public	6.032	11.971	13.471	10.272	marine habitat	marine habitat	marine habitat	water	Indian Ocean - Coccos Keeling, Inside Lagoon	12.0925	96.88167	1.8
4441607.3	Public	5.555	11.788	13.521	10.211	marine habitat	marine habitat	marine habitat	water	Indian Ocean	-10.4461	88.3027	1.5
4441608.3	Public	2.921	8.648	10.227	7.537	marine habitat	marine habitat	marine habitat	water	Indian Ocean	-10.4461	88.30278	1.5
4441609.3	Public	6.539	12.772	14.455	10.905	marine habitat	marine habitat	marine habitat	water	Indian Ocean	-8.505	80.3756	1.8
4441610.3	Public	8.304	14.512	15.216	11.33	marine habitat	marine habitat	marine habitat	water	Indian Ocean	-7.0075	76.3314	1.8
4441611.3	Public	8.174	14.407	15.152	11.438	marine habitat	marine habitat	marine habitat	water	Indian Ocean - 500 Miles west of the Seychelles in the Indian Ocean	-4.99028	64.9767	1.5
4441613.3	Public	8.221	14.454	14.954	11.287	marine habitat	marine habitat	marine habitat	water	Indian Ocean - St. Anne Island, Seychelles	-4.6136	55.5086	1.8
4441614.3	Public	6.162	12.495	13.529	10.072	marine habitat	marine habitat	marine habitat	water	Indian Ocean - International water between Madagascar and South Africa	-29.3489	43.2156	1.5
4441615.3	Public	6.923	13.156	13.963	10.41	marine habitat	marine habitat	marine habitat	water	Indian Ocean - International waters between Madagascar and South Africa	-30.8983	40.4203	1.9
4441616.3	Public	6.984	13.233	13.836	10.287	marine habitat	marine habitat	marine habitat	water	Indian Ocean - International water between Madagascar and South Africa	-32.39917	36.5919	2.2
4441617.3	Public	8.447	14.554	15.253	11.441	marine habitat	marine habitat	marine habitat	water	Indian Ocean - East coast Zanzibar (Tanzania), offshore Paje lagoon	-6.3167	39.55	0.3
4441618.3	Public	7.519	13.752	15.253	11.389	marine habitat	marine habitat	marine habitat	water	Indian Ocean - West coast Zanzibar (Tanzania), harbour region	-6.1167	39.1167	1.5
4441619.3	Public	6.413	12.636	12.923	9.047	fossil	fossil	fossil	miscellaneous	Southern Ocean off the west Antarctic Peninsula shelf	-65.1	-64.47	560
4441620.3	Public	8.899	15.217	15.584	10.878	fossil	fossil	fossil	host-associated	Pacific Ocean, Santa Cruz Basin	33.3	119.22	1674
4441621.3	Public	1.874	7.423	7.659	5.902	marine habitat	marine habitat	marine habitat	water	Canadian Arctic	70.6933	-136.4233	2-968 m
4441622.3	Public	1.874	7.423	7.659	5.902	marine habitat	marine habitat	marine habitat	water	Arctic Chukchi	73.16167	159.44667	10 to 3246
4441623.3	Public	-0.207	3.932	4.722	3.47	marine habitat	marine habitat	marine habitat	water	Bay of British Columbia	49.705	124.351667	0 - 245
4441624.3	Public	1.056	3.188	4.113	3.611	marine habitat	marine habitat	marine habitat	water	Sargasso Sea	32.1667	-64.5	80
4441625.3	Public	-0.023	4.656	5.867	4.272	marine habitat	marine habitat	marine habitat	water	Eastern Gulf of Mexico	25.895	-85.18	Mar-90
4441625.4	Public	-0.023	4.656	5.867	4.272	marine habitat	marine habitat	marine habitat	water	Northeastern Gulf of Mexico	28.258	-87.6733	1-120 m
4441626.3	Public	-0.023	4.656	5.867	4.272	marine habitat	marine habitat	marine habitat	water	Texas Coast, Gulf of Mexico	0	0	surface - 5
4441627.3	Public	-0.023	4.656	5.867	4.272	marine habitat	marine habitat	marine habitat	water	Western Gulf of Mexico	26.205	-93.94167	0-164
4441628.3	Public	-0.023	4.656	5.867	4.272	marine habitat	marine habitat	marine habitat	water	Texas Coast, Gulf of Mexico	0	0	surface - 5
4441629.3	Public	-0.023	4.656	5.867	4.272	marine habitat	marine habitat	marine habitat	water	Northeastern Gulf of Mexico	28.258	87.6733	1-120 m
4441656.4	Public	4.554	10.694	12.704	8.901	microbial mat ; fossil	microbial mat ; fossil	microbial mat ; fossil	host-associated	Pacific Ocean, Santa Cruz Basin	33.3	-119.22	1674
4441658.3	Public	6.911	13.371	14.326	10.435	marine habitat	marine habitat	marine habitat	water	Delaware Bay, NJ	39.4178	-75.5142	1
4441659.3	Public	-2.357	1.517	2.156	0.637	marine habitat	marine habitat	marine habitat	water	North American East Coast, South of Charleston, SC	32.5069	-79.2639	1
4441660.3	Public	-0.82	2.66	3.062	2.074	marine habitat	marine habitat	marine habitat	water	Caribbean Sea, Gulf of Mexico	24.1747	-84.344	2 m
4441661.3	Public	6.482	12.815	13.986	10.49	marine habitat	marine habitat	marine habitat	water	Eastern Tropical Pacific, 30 miles from Cocos Island	5.64	-86.565	2
4441662.3	Public	7.372	13.727	14.684	10.974	marine habitat	marine habitat	marine habitat	water	Galapagos Islands - Warm seep, Roca Redonda	0.2722	-91.633	19
4441663.3	Public	9.986	14.765	14.952	11.741	hydrothermal vent	hydrothermal vent	hydrothermal vent	water	Black smoker chimneys on East Pacific Rise	9.84	-104.28	2500
4442145.3	Public	0.171	0.828	1.099	1.094	marine habitat	marine habitat	marine habitat	water	Iquique, Chile	-20.104	-70.404	200
4442219.3	Public	-0.275	0.987	1.513	1.69	marine habitat	marine habitat	marine habitat	water	Iquique, Chile	-20.104	-70.404	90
4442450.3	Public	-0.036	0.1	0.529	0.804	marine habitat	marine habitat	marine habitat	water	Chesapeake Bay	38.5667	-76.433	surface
4442451.3	Public	2.069	4.909	6.178	4.887	extreme habitat ; hypersaline	extreme habitat ; hypersaline	extreme habitat ; hypersaline	water	crystallizer pond CR30 in the multi-pond saltern "Bras del Port" located in Santa Pola	38.2	0.6	0
4442464.3	Public	1.814	6.748	7.883	5.168	marine habitat	marine habitat	marine habitat	water	Ionian Km3 station	36.51	15.68	3101
4442466.3	Public	5.359	12.014	13.44	9.551	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	Cuatro Cienegas	26.8713889	-102.0198056	1
4442467.3	Public	3.098	9.276	9.689	6.843	Tropical/Subtropical Desert Division (320)	alkaline salt lake	surface water	microbial mat|biofilm	Cuatro Cienegas	26.8713889	-102.0198056	1
4442498.3	Public	0.123	5.474	6.932	4.714	marine habitat	marine habitat	marine habitat	water	HOT station ALOHA	22.75	-158.033	130
4442499.3	Public	1.726	6.713	7.875	5.501	marine habitat	marine habitat	marine habitat	water	HOT station ALOHA	22.75	-158.033	200
4442499.4	Public	4.022	9.677	10.234	6.965	marine habitat	marine habitat	marine habitat	water	HOT station ALOHA	22.75	-158.033	500
4442500.3	Public	2.394	8.184	10.019	7.182	marine habitat	marine habitat	marine habitat	water	HOT station ALOHA	22.75	-158.033	70
4442500.4	Public	5.902	11.557	12.796	9.096	marine habitat	marine habitat	marine habitat	water	HOT station ALOHA	22.75	-158.033	770
4442503.3	Public	5.486	11.18	12.694	9.157	marine habitat	marine habitat	marine habitat	water	HOT station ALOHA	22.75	-158.033	4000
4442582.3	Public	-0.689	4.732	6.232	3.847	marine habitat	marine habitat	marine habitat	water	HOT station ALOHA	22.75	-158.033	10
4442583.3	Public	2.783	5.571	7.968	7.027	hot spring	hot spring	hot spring	water	Yellowstone Natl Park	44.534167	110.797944	0
4442626.3	Public	8.943	15.276	15.512	11.594	marine habitat	marine habitat	marine habitat	water	Upwelling, Fernandina Island	-0.30111	-91.65167	12
4442708.3	Public	5.134	11.339	12.855	9.292	marine habitat	marine habitat	marine habitat	water	Outside Halifax, Nova Scotia	44.1372	-63.644	2
4442709.3	Public	6.53	12.863	14.479	10.525	marine habitat	marine habitat	marine habitat	water	Northern Gulf of Maine	43.632	-66.8472	1
4443316.3	Public	0.205	3.833	4.226	2.591	ocean biome	marine habitat	anoxic water	water	Iquique	20.10665	70.407383	10
4443317.3	Public	2.447	4.411	4.99	4.046	ocean biome	marine habitat	anoxic water	water	Iquique	20.10665	70.407383	200
4443679.3	Public	3.443	7.991	8.243	5.481	freshwater	freshwater	freshwater	water	Ace Lake Vestfold Hills, Antarctica	-68.4	78.182778	14
4443680.3	Public	1.702	4.44	5.626	4.177	freshwater	freshwater	freshwater	water	Ace Lake Vestfold Hills, Antarctica	-68.4	78.182778	18
4443681.3	Public	8.589	12.927	13.481	10.955	freshwater	freshwater	freshwater	water	Ace Lake Vestfold Hills, Antarctica	-68.4	78.182778	12.7
4443682.3	Public	7.39	13.613	15.063	10.75	freshwater	freshwater	freshwater	water	Ace Lake Vestfold Hills, Antarctica	68.4	78.182778	11.5
4443683.3	Public	6.241	11.675	11.939	8.459	freshwater	freshwater	freshwater	water	Ace Lake Vestfold Hills, Antarctica	-68.4	78.182778	23
4443684.3	Public	8.132	14.387	15.117	10.797	freshwater	freshwater	freshwater	water	0	0	0	0
4443685.3	Public	-0.321	2.379	2.813	2.185	marine habitat	marine habitat	marine habitat	water	Organic Lake	-68.43278	78.29972	0.15 ; Meter
4443686.3	Public	5.895	12.128	12.963	9.159	marine habitat	marine habitat	marine habitat	water	Newcomb Bay, Antarctica	-66.27	110.533	1.82926829268293 ; Meter
4443687.3	Public	4.9	11.167	13.269	9.245	marine habitat	marine habitat	marine habitat	water	Antarctic Territory Claimed by Australia	-63.8911	112.07306	2 ; Meter
4443695.3	Public	4.231	10.713	10.628	7.758	marine habitat	marine habitat	marine habitat	water	South Pacific Subtropical Gyre	7.5167	-167	5 ; Meter
4443697.3	Public	4.697	11.312	12.607	9.175	marine habitat	marine habitat	marine habitat	water	Pacific Equatorial Divergence Province	1.667	-163.667	0
4443698.3	Public	-2.227	2.818	3.563	1.665	marine habitat	marine habitat	marine habitat	water	Pacific North Equatorial	5.0833	-161.967	5 ; Meter
4443699.3	Public	7.085	13.688	12.88	9.453	marine habitat	marine habitat	marine habitat	water	Pacific North Equatorial	5.0833	-161.967	5 ; Meter
4443700.3	Public	2.787	9.27	11.242	7.879	marine habitat	marine habitat	marine habitat	water	Pacific North Equatorial Countercurrent	8.633	-161.0833	5 ; Meter
4443701.3	Public	6.231	12.714	13.3	9.795	marine habitat	marine habitat	marine habitat	water	North Pacific Tropical Gyre	13.483	-159.8833	5 ; Meter
4443702.3	Public	6.144	12.781	13.765	10.027	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	60.27	5.22	0
4443703.3	Public	4.683	11.212	12.277	9.371	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	60.27	5.22	0
4443704.3	Public	5.026	11.565	13.125	10	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	60.27	64.47	0
4443705.3	Public	7.42	14.035	15.155	11.38	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	60.27	-5.22	0
4443706.3	Public	3.394	9.777	9.929	7.002	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	60.27	5.22	0
4443707.3	Public	3.911	10.296	11.2	7.942	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	60.27	5.22	0
4443708.3	Public	-0.985	0.465	1.877	1.473	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	60.27	5.22	0
4443709.3	Public	-1.46	1.989	2.96	1.781	marine habitat	marine habitat	marine habitat	water	coastal waters of a fjord close to Bergen, Norway	60.27	5.22	0
4443711.3	Public	1.788	7.023	7.667	6.312	marine habitat	marine habitat	marine habitat	water	Scripps Institution of Oceanography, La Jolla, CA	32.8664	-117.2522	0
4443712.3	Public	6.085	12.678	13.984	10.495	marine habitat	marine habitat	marine habitat	water	0	0	0	0
4443713.3	Public	6.08	12.695	14.034	10.454	marine habitat	marine habitat	marine habitat	water	0	0	0	0
4443714.3	Public	5.33	11.955	13.397	10.019	marine habitat	marine habitat	marine habitat	water	0	0	0	0
4443715.3	Public	5.499	12.092	13.546	10.013	marine habitat	marine habitat	marine habitat	water	0	0	0	0
4443716.3	Public	6.808	13.151	14.328	10.893	marine habitat	marine habitat	marine habitat	water	0	0	0	0
4443717.3	Public	6.677	13.302	14.73	10.94	marine habitat	marine habitat	marine habitat	water	0	0	0	0
4443718.3	Public	2.626	7.076	9.064	7.069	marine habitat	marine habitat	marine habitat	water	Sapelo Island, GA	31.3929	-81.2699	0
4443719.3	Public	-0.253	3.643	4.989	3.858	marine habitat	marine habitat	marine habitat	water	Sapelo Island, GA	31.3929	-81.2699	0
4443720.3	Public	1.81	6.011	7.467	6.195	marine habitat	marine habitat	marine habitat	water	Sapelo Island, GA	31.3929	-81.2699	0
4443721.3	Public	-1.623	0.909	0.838	0.006	marine habitat	marine habitat	marine habitat	water	Sapelo Island, GA	31.3929	-81.2699	0
4443722.3	Public	1.051	5.733	7.353	6.044	marine habitat	marine habitat	marine habitat	water	Sapelo Island, GA	31.3929	-81.2699	0
4443723.3	Public	0.772	3.73	4.42	3.066	marine habitat	marine habitat	marine habitat	water	Sapelo Island, GA	31.3929	-81.2699	0
4443724.3	Public	-0.848	2.707	3.463	2.387	marine habitat	marine habitat	marine habitat	water	Sapelo Island, GA	31.3929	-81.2699	0
4443725.3	Public	5.45	11.944	12.782	9.652	marine habitat	marine habitat	marine habitat	water	0	0	0	0
4443726.3	Public	1.058	5.578	6.838	5.606	marine habitat	marine habitat	marine habitat	water	Sapelo Island, GA	31.3929	-81.2699	0
4443729.3	Public	4.51	11.103	12.185	8.755	marine habitat	marine habitat	marine habitat	water	0	0	0	0
4443731.3	Public	2.499	8.981	10.965	7.721	marine habitat	marine habitat	marine habitat	water	0	0	0	0
4443732.3	Public	4.269	10.872	12.952	9.413	marine habitat	marine habitat	marine habitat	water	0	0	0	0
4443745.3	Public	0.029	0.318	0.613	0.632	hot spring ; microbial mat	hot spring ; microbial mat	hot spring ; microbial mat	microbial mat|biofilm	Yellowstone Natl Park Hot Springs, Moran, WY	44.376	-110.69	0.001
4443746.3	Public	3.698	5.949	6.894	6.649	hot spring ; microbial mat	hot spring ; microbial mat	hot spring ; microbial mat	microbial mat|biofilm	Yellowstone Natl Park Hot Springs, Moran, WY	44.376	110.69	0.001
4443747.3	Public	0.378	1.703	2.287	2.182	hot spring ; microbial mat	hot spring ; microbial mat	hot spring ; microbial mat	microbial mat|biofilm	Yellowstone Natl Park Hot Springs, Moran, WY	44.376	-110.69	0.001
4443749.3	Public	3.52	6.779	7.863	7.062	hot spring ; microbial mat	hot spring ; microbial mat	hot spring ; microbial mat	microbial mat|biofilm	Yellowstone Natl Park Hot Springs, Moran, WY	44.376	-110.69	0.001
4443750.3	Public	2.66	4.91	5.745	5.585	hot spring ; microbial mat	hot spring ; microbial mat	hot spring ; microbial mat	microbial mat|biofilm	Yellowstone Natl Park Hot Springs, Moran, WY	44.376	-110.69	0.001
4443753.3	Public	-0.534	1.515	1.916	1.243	waste water	waste water	waste water	water	0	1.332	103.756	0 ; Meter
4443754.3	Public	-1.504	0.951	1.837	1.379	waste water	waste water	waste water	water	0	1.332	103.756	0 ; Meter
4443755.3	Public	-0.88	0.804	1.378	1.104	waste water	waste water	waste water	water	0	1.332	103.756	0 ; Meter
4443756.3	Public	2.021	2.665	2.329	2.558	waste water	waste water	waste water	wastewater|sludge	0	1.332	103.756	0 ; Meter
4443762.3	Public	1.188	3.862	4.482	4.491	hot spring ; microbial mat	hot spring ; microbial mat	hot spring ; microbial mat	microbial mat|biofilm	Yellowstone Natl Park Hot Springs, Moran, WY	44.376	-110.69	0.001
4443765.3	Public	1.788	7.023	7.667	6.312	marine habitat	marine habitat	marine habitat	water	Scripps Institution of Oceanography, La Jolla, CA	32.8664	-117.2522	0
4443766.3	Public	6.253	12.568	13.03	9.61	marine habitat	marine habitat	marine habitat	water	South Pacific Subtropical Gyre	16	-170	5 ; Meter
4443776.3	Public	0.284	0.467	0.605	0.66	ocean biome	marine habitat	anoxic water	water	Iquique	20.104183	70.803417	55
4443777.3	Public	-0.026	0.483	0.867	0.628	ocean biome	marine habitat	anoxic water	water	Iquique	20.116183	70.793567	90
4445106.3	Public	-0.566	4.994	6.609	4.224	cultured habitat	cultured habitat	cultured habitat	miscellaneous	Hunting Valley, OH	41.5	-81.42	0
4445130.3	Public	5.913	11.738	12.375	8.791	cultured habitat	cultured habitat	cultured habitat	miscellaneous	Hunting Valley, OH	41.5	81.42	0
4445755.3	Public	-0.697	0.698	1.077	0.531	animal-associated habitat	animal-associated habitat	animal-associated habitat	host-associated	Nelly Bay Magnetic Island	-19.1	146.5	1-3 ; Meter
4445756.3	Public	-0.891	1.79	2.322	1.196	organism-associated habitat	organism-associated habitat	organism-associated habitat	host-associated	Nelly Bay Magnetic Island	-19.5	-146.5	1-3 ; Meter
4445990.3	Public	7.243	13.779	14.672	10.544	soil	soil	soil	soil	Mercury, Navada	36.49	-115.55	0-0.005 ; Meter
4445993.3	Public	5.168	11.726	13.135	9.468	soil	soil	soil	soil	Mercury, Navada	36.49	115.55	0-0.002 ; Meter
4445994.3	Public	5.611	12.169	12.908	9.472	soil	soil	soil	soil	Mercury, Navada	36.49	-115.55	0-0.002 ; Meter
4445996.3	Public	5.653	12.197	13.225	9.302	soil	soil	soil	soil	Mercury, Navada	36.49	-115.55	0-0.005 ; Meter
4446153.3	Public	8.674	15.24	16.128	11.61	soil	soil	soil	soil	subtropical lower montane wet forest in the Luquillo Experimental Forest	18.3	-65.833	0-.1
4446341.3	Public	6.869	13.178	13.996	10.251	estuarine biome	marine benthic feature	sandy sediment	sediment	Point Turton	1434.949	137.354	0
4446342.3	Public	8.376	14.579	15.742	11.597	estuarine biome	marine benthic feature	sandy sediment	sediment	Port Flinders	33.1025	128.023	0
4446406.3	Public	4.838	11.078	12.54	9.651	estuarine biome	marine pelagic feature	saline water	water	Coorong Lagoon	35.551	138.88	0
4446411.3	Public	0.541	5.974	7.135	5.252	estuarine biome	marine pelagic feature	saline water	water	Coorong Lagoon	36.166	139.651	0
4446412.3	Public	1.355	6.921	8.305	5.737	estuarine biome	marine pelagic feature	saline water	water	Coorong Lagoon	36.167	140.651	0
4447810.3	Public	6.577	13.266	13.552	9.963	terrestrial biome	plant-associated habitat	organic material	plant-associated	Ciruelos de Coca	41.21333	-4.54556	0
4447811.3	Public	5.942	12.619	13.356	9.66	terrestrial biome	plant-associated habitat	organic material	plant-associated	Reckenholz	47.44083	8.49833	0
4447951.3	Public	6.059	11.006	11.883	8.889	aquatic biome	cave	water	microbial mat|biofilm	south australia	-31.65418053	128.7749939	0
4448052.3	Public	7.059	13.57	14.648	10.222	aquatic biome	cave	water	microbial mat|biofilm	south australia	-31.65418053	128.7749939	0
4448226.3	Public	-2.208	2.929	4.191	2.551	marine habitat	marine habitat	marine habitat	water	Mariana Trough	12.997778	143.616667	2850 ; Meter
4449103.3	Public	8.681	15.152	16.095	11.712	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	200
4449104.3	Public	5.648	12.161	13.134	9.84	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	10
4449206.3	Public	5.856	11.546	11.561	8.366	aquatic biome	acid hot spring	hydrothermal fluid	water	Parque Nacional Nevado del Ruiz	-75.264278	-4.874167	0.3
4449249.3	Public	4.599	11.111	12.631	8.663	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	45.39926	-93.26529	0
4449252.3	Public	3.418	9.962	11.019	7.613	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	45.39926	-93.26529	0
4449255.3	Public	5.695	12.137	13.47	9.636	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	45.39926	-93.26529	0
4449256.3	Public	3.841	10.26	11.754	8.122	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	45.39926	-93.26529	0
4449258.3	Public	4.822	11.366	12.042	8.45	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	45.39926	-93.26529	0
4449284.3	Public	6.712	13.152	14.111	9.787	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	45.39926	-93.26529	0
4449356.3	Public	3.329	9.675	10.923	7.764	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	42.44158	-85.37609	0
4449357.3	Public	2.646	9.077	10.114	6.752	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	45.39926	-93.26529	0
4449358.3	Public	4.66	10.982	12.58	8.749	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	42.44158	-85.37609	0
4449359.3	Public	5.301	11.365	13.134	9.325	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	42.44158	-85.37609	0
4449360.3	Public	5.019	11.54	13.47	9.632	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	42.44158	-85.37609	0
4449362.3	Public	5.122	11.611	12.884	8.838	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	42.44158	-85.37609	0
4449363.3	Public	4.162	10.696	12.088	8.225	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	42.44158	-85.37609	0
4449364.3	Public	5.038	11.318	12.156	8.357	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	42.44158	-85.37609	0
4449365.3	Public	2.212	8.163	9.554	6.56	grassland biome	meadow soil	bulk soil	soil	Kellog Biological Station, Hickory Corners, MI, USA	42.44158	-85.37609	0
4449877.3	Public	5.235	11.697	12.401	8.625	grassland biome	meadow soil	bulk soil	soil	Cedar Creek Ecosystem Science Reserve, Bethel, MN, USA	45.39926	-93.26529	0
4449956.3	Public	8.801	15.381	16.217	11.996	terrestrial biome	plant-associated habitat	organic material	plant-associated	Los Banos	14.1387	121.26159	0
4450123.3	Public	7.086	13.599	14.654	10.574	Tundra biome	peat soil	peat soil	soil	Ny Ãlesund, Svalbard	80.5925	13.61018333	0
4450124.3	Public	5.144	11.666	13.293	9.358	Tundra biome	peat soil	peat soil	soil	Ny Ãlesund, Svalbard	80.5925	13.61018333	0
4450125.3	Public	7.445	13.978	14.152	10.364	Tundra biome	peat soil	peat soil	soil	Ny Ãlesund, Svalbard	80.60906667	13.48425	0
4450126.3	Public	7.825	14.359	15.498	10.715	Tundra biome	peat soil	peat soil	soil	Ny Ãlesund, Svalbard	80.60906667	13.48425	0
4450127.3	Public	8.025	14.418	15.555	10.951	Tundra biome	peat soil	peat soil	soil	Ny Ãlesund, Svalbard	80.60906667	13.48425	0
4450249.3	Public	2.276	7.36	7.675	5.635	Tundra biome	peat soil	peat soil	soil	Ny Ãlesund, Svalbard	80.5925	13.61018333	0
4450250.3	Public	0.711	5.386	5.388	3.849	Tundra biome	peat soil	peat soil	soil	Ny Ãlesund, Svalbard	80.60906667	13.48425	0
4450328.3	Public	7.463	14.033	14.925	11.098	terrestrial biome	plant-associated habitat	organic material	plant-associated	Los Banos	14.1387	121.26159	0
4450750.3	Public	4.526	10.942	11.944	8.23	soil	soil	soil	soil	Nevada	36.49	-115.55	0-0.002 ; Meter
4450752.3	Public	4.707	11.229	12.341	8.685	soil	soil	soil	soil	Nevada	36.49	-115.55	0-0.002 ; Meter
4451033.3	Public	9.595	16.112	16.503	11.86	Mangrove biome	intertidal zone	estuarine mud	soil	Bertioga	-23.89694	-46.20778	0
4451034.3	Public	9.654	16.171	16.406	12.139	Mangrove biome	intertidal zone	estuarine mud	soil	Bertioga	-23.90167	-45.25083	0
4451035.3	Public	9.918	16.459	16.705	12.196	Mangrove biome	intertidal zone	estuarine mud	soil	Bertioga	-25.08389	-45.25083	0
4451036.3	Public	9.315	15.918	16.423	11.7	Mangrove biome	intertidal zone	estuarine mud	soil	Cananeia	-25.08389	-47.95056	0
4451103.3	Public	6.088	12.658	13.502	9.934	soil	soil	soil	soil	Nevada	36.49	-115.55	0-0.002 ; Meter
4451104.3	Public	6.1	12.658	14.249	10.448	soil	soil	soil	soil	Nevada	36.49	-115.55	0-0.002 ; Meter
4451105.3	Public	6.1	12.658	13.6	10.058	soil	soil	soil	soil	Nevada	36.49	-115.55	0-0.002 ; Meter
4451106.3	Public	6.102	12.658	13.502	9.934	soil	soil	soil	soil	Nevada	36.49	-115.55	0-0.002 ; Meter
4451759.3	Public	5.941	11.682	12.805	9.231	temperate coniferous forest biome	Cave	Water	water	Outokumpu	62.717	29.062	1500
4451761.3	Public	5.52	11.31	12.6	8.897	temperate coniferous forest biome	Cave	Water	water	Outokumpu	62.717	29.062	2300
4453064.3	Public	7.166	12.533	13.005	9.67	freshwater habitat	freshwater habitat	freshwater habitat	water	South Australia	-35.18	138.46	13 ; Meter
4453083.3	Public	7.332	13.628	14.861	10.347	freshwater habitat	freshwater habitat	freshwater habitat	water	South Australia	-35.18	138.46	79 ; Meter
4453246.3	Public	8.739	15.299	16.185	11.491	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4453247.3	Public	7.983	14.531	15.413	11.424	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4453254.3	Public	8.62	15.146	16.064	11.548	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4453256.3	Public	7.944	14.35	14.828	10.865	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4453257.3	Public	6.829	13.387	14.268	10.574	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4453261.3	Public	7.359	13.919	14.842	10.602	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4453274.3	Public	6.227	12.749	13.85	9.976	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4453297.3	Public	6.776	12.379	13.445	9.57	temperate coniferous forest biome	Cave	Water	water	Outokumpu	62.717	29.062	600
4453374.3	Public	5.648	11.899	13.232	9.577	marine pelagic biome	marine habitat	coastal water	water	JoÃ£o fernandinho beach, bÃºzios peninsula, Rio de Janeiro state	-22.738705	-41.874604	4
4453375.3	Public	5.693	11.772	12.702	9.707	ocean biome	ocean	coastal water	water	Rio de Janeiro	-22.923242	-43.145186	1
4453376.3	Public	6.27	12.432	12.536	9.594	ocean biome	ocean	coastal water	water	Rio de Janeiro	-22.923242	-43.145186	1
4453379.3	Public	-0.454	5.2	5.946	3.943	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.864633	-43.160464	1
