ID 	Public/private	SS	SS_pos 	SS_2014_pos	SS_2014_up	biome	feature	material	env_package	location	latitude	longitude	depth
4453380.3	Public	4.686	10.848	11.525	8.588	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.864633	-43.160464	1
4453381.3	Public	3.903	9.776	10.668	7.828	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.830467	-43.246569	1
4453382.3	Public	1.268	6.174	7.155	5.073	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.830467	-43.246569	1
4453406.3	Public	8.586	15.146	16.064	11.533	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4453407.3	Public	6.688	13.246	14.179	10.188	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4453433.3	Public	7.342	13.89	14.836	10.457	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4453434.3	Public	7.879	14.449	15.291	11.043	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4453435.3	Public	6.57	13.128	14.095	10.28	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4453436.3	Public	7.746	14.302	15.291	11.043	Temperate grasslands	prairie	soil	soil	Rothamsted	51.481481	0.222231	0
4454153.3	Public	8.916	15.236	16.127	12.251	biofilm	biofilm	biofilm	microbial mat|biofilm	USA:Cape Cod:Sippewissett Marsh	41.575836	-70.639233	0.25
4454501.3	Public	2.499	8.421	9.5	7.176	ocean biome	ocean	coastal water	water	Rio de Janeiro	-22.923242	-43.145186	1
4454502.3	Public	2.676	8.67	9.035	6.533	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.864633	-43.160464	1
4454503.3	Public	-0.951	4.334	4.939	2.811	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.830467	-43.246569	1
4454504.3	Public	1.638	7.786	8.914	6.575	ocean biome	ocean	coastal water	water	Rio de Janeiro	-22.923242	-43.145186	1
4454505.3	Public	-0.163	5.565	6.646	4.392	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.864633	-43.160464	1
4454506.3	Public	5.777	9.453	10.158	8.363	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.830467	-43.246569	1
4454686.3	Public	-0.636	4.38	5.492	3.498	ocean biome	ocean	coastal water	water	Rio de Janeiro	-22.923242	-43.145186	1
4454687.3	Public	-0.541	3.09	4.098	3.095	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.864633	-43.160464	1
4454688.3	Public	-0.765	1.838	2.499	1.612	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.830467	-43.246569	1
4454689.3	Public	-0.188	2.61	2.889	2.446	ocean biome	ocean	coastal water	water	Rio de Janeiro	-22.923242	-43.145186	1
4454691.3	Public	-0.665	2.084	2.813	1.955	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.864633	-43.160464	1
4454692.3	Public	-1.029	0.326	0.569	0.019	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.830467	-43.246569	1
4454693.3	Public	-0.209	4.517	5.751	3.457	ocean biome	ocean	coastal water	water	Rio de Janeiro	-22.923242	-43.145186	1
4454694.3	Public	-1.719	0.742	1.396	0.812	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.830467	-43.246569	1
4454695.3	Public	-0.874	3.212	4.195	2.442	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.864633	-43.160464	1
4454696.3	Public	-0.819	1.096	1.832	1.272	ocean biome	ocean	coastal water	water	Rio de Janeiro	-22.923242	-43.145186	1
4454697.3	Public	0.042	0.085	0.386	0.435	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.830467	-43.246569	1
4454698.3	Public	-0.198	0.913	1.268	1.282	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.864633	-43.160464	1
4454699.3	Public	3.798	9.274	9.823	7.094	ocean biome	ocean	coastal water	water	Rio de Janeiro	-22.923242	-43.145186	1
4454700.3	Public	0.45	4.281	4.904	4.044	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.864633	-43.160464	1
4454701.3	Public	0.89	4.246	5.291	4.065	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.830467	-43.246569	1
4454702.3	Public	-0.547	0.633	1.362	1.063	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.864633	-43.160464	1
4454703.3	Public	-0.079	3.954	4.68	2.582	ocean biome	ocean	coastal water	water	Rio de Janeiro	-22.923242	-43.145186	1
4454704.3	Public	-0.125	1.057	1.367	0.817	estuarine biome	ocean	coastal water	water	Rio de Janeiro	-22.830467	-43.246569	1
4459940.3	Public	3.031	6.714	8.891	6.843	sediment	sediment	sediment	sediment	Ocean Drilling Program leg 201, site 1229	-10.9762017	-77.95765	32 ; Meter
4459941.3	Public	4.298	7.539	8.107	6.35	sediment	sediment	sediment	sediment	Ocean Drilling Program leg 201, site 1229	-10.9762017	-77.95765	50 ; Meter
4460178.3	Public	8.072	14.452	16.07	12.143	estuarine biome	estuarine bulk water	water	water	Puget Sound, WA	48.016667	122.300556	5
4460179.3	Public	6.826	13.158	14.114	10.603	estuarine biome	estuarine bulk water	water	water	Puget Sound, WA	48.368056	122.716667	5
4460180.3	Public	7.346	13.817	15.374	11.381	estuarine biome	estuarine bulk water	water	water	Puget Sound, WA	47.700556	122.450556	5
4460182.3	Public	7.996	14.445	15.38	11.589	estuarine biome	estuarine bulk water	water	water	Puget Sound, WA	47.333333	122.434722	5
4460188.3	Public	7.323	13.679	15.039	11.343	estuarine biome	estuarine bulk water	water	water	Puget Sound, WA	47.883333	122.366667	5
4460189.3	Public	8.384	14.954	16.217	12.059	estuarine biome	estuarine bulk water	water	water	Puget Sound, WA	47.683889	122.406944	0.5
4460190.3	Public	5.468	11.836	12.704	8.962	freshwater biome	anthropogenic habitat	water	wastewater|sludge	Puget Sound, WA	47.661667	122.433333	0
4460441.3	Public	7.593	10.914	11.998	9.814	microbial mat	microbial mat	microbial mat	microbial mat|biofilm	0	73	8	2350 ; Meter
4461011.3	Public	8.784	15.352	16.211	11.851	soil	soil	soil	soil	Lucknow	27	81	.02 ; Meter
4461013.3	Public	7.581	14.125	14.989	10.92	soil	soil	soil	soil	Lucknow	27.0, 24.7	81.08, 57.8	.02 ; Meter
4461444.3	Public	1.515	7.374	9.705	6.652	marine pelagic biome	marine habitat	coastal water	water	Jọo fernandinho beach, b̼zios peninsula, Rio de Janeiro state	-22.738705	-41.874604	4
4461451.3	Public	0.431	6.167	8.46	5.975	marine sponge reef biome	organism-associated habitat	organic material	host-associated	Jọo fernandinho beach, b̼zios peninsula, Rio de Janeiro state	-22.738705	-41.874604	4
4461452.3	Public	1.123	5.847	7.504	5.669	marine sponge reef biome	organism-associated habitat	organic material	host-associated	Jọo fernandinho beach, b̼zios peninsula, Rio de Janeiro state	-22.738705	-41.874604	4
4461453.3	Public	1.221	6.646	8.039	5.844	marine sponge reef biome	organism-associated habitat	organic material	host-associated	Jọo fernandinho beach, b̼zios peninsula, Rio de Janeiro state	-22.738705	-41.874604	4
4461454.3	Public	1.743	6.922	7.831	5.218	marine sponge reef biome	organism-associated habitat	organic material	host-associated	Jọo fernandinho beach, b̼zios peninsula, Rio de Janeiro state	-22.738705	-41.874604	4
4461455.3	Public	2.507	7.945	8.925	6.423	marine sponge reef biome	organism-associated habitat	organic material	host-associated	Jọo fernandinho beach, b̼zios peninsula, Rio de Janeiro state	-22.738705	-41.874604	4
4461456.3	Public	4.656	8.613	9.57	7.793	marine sponge reef biome	organism-associated habitat	organic material	host-associated	Jọo fernandinho beach, b̼zios peninsula, Rio de Janeiro state	-22.738705	-41.874604	4
4461840.3	Public	8.813	15.381	16.127	11.943	soil	soil	soil	soil	Lucknow	27.0, 24.7	81.08, 57.8	.02 ; Meter
4464065.3	Public	3.278	8.971	10.453	7.09	freshwater biome	Wastewater treatment plant	Activated sludge	wastewater|sludge	Morges	46.5166	6.51014	0.5
4464073.3	Public	1.298	7.437	10.028	6.591	freshwater biome	Wastewater treatment plant	Activated sludge	wastewater|sludge	Morges	46.5166	6.51014	0.5
4464108.3	Public	-0.417	4.217	5.032	3.103	freshwater biome	Wastewater treatment plant	Activated sludge	wastewater|sludge	Visp	46.30044	7.8594	0.5
4464109.3	Public	1.884	7.732	9.711	6.86	freshwater biome	Wastewater treatment plant	Activated sludge	wastewater|sludge	Visp	46.30044	7.8594	0.5
4465556.3	Public	5.954	12.502	14.146	10.016	Mediterranean forests, woodlands, and shrub biome	Forest	mountain forest soil	soil	Sierra Nevada National Park, Granada, Spain	36.96971	-3.46027	0.25
4465558.3	Public	4.682	11.208	12.535	8.684	Mediterranean forests, woodlands, and shrub biome	Forest	mountain forest soil	soil	Sierra Nevada National Park, Granada, Spain	36.95744	-3.46336	0.25
4465825.3	Public	-1.703	4.252	5.475	3.151	air	air	air	air	Indoor Shopping Center	1.288725	103.8617	0 ; Meter
4465946.3	Public	2.912	8.978	10.364	7.114	air	air	air	air	Indoor Shopping Center	1.30726	103.903885	0 ; Meter
4467029.3	Public	4.882	11.172	11.928	8.806	Large lake biome	lake	water	water	Erie Harbor, Lake Erie	42.14694444	-8.014444444	0
4467058.3	Public	5.132	11.668	12.522	9.372	Large lake biome	lake	water	water	Jiangsu and Zheijiang Provinces	31.26	120.12	0
4467059.3	Public	4.168	10.191	10.595	7.557	Large lake biome	lake	water	water	Ohio, USA	40.531	-84.499	0
4467420.3	Public	7.371	13.285	13.355	10.284	aquatic biome	wastewater treatment plant	waste water	wastewater|sludge	Aerobic activated sludge DNA from Stanley wastewater treatment plant of Hong Kong	22.21	114.22	0
4474000.3	Public	-1.529	0.458	1.17	0.446	freshwater biome	Wastewater treatment plant	Activated sludge	wastewater|sludge	Morges	46.5166	6.51014	0.5
4477749.3	Public	6.455	12.869	13.326	9.698	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.6832502	-55.8357663	0
4477751.3	Public	6.067	12.485	13.1	9.081	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.6832502	-55.8357663	0
4477755.3	Public	7.02	13.424	14.528	10.321	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.6832502	-55.8357663	0
4477757.3	Public	5.292	11.706	12.709	9.125	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.6832502	-55.8357663	0
4477789.3	Public	7.876	14.175	14.715	10.302	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.6832502	-55.8357663	0
4477790.3	Public	5.641	11.926	12.985	9.224	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.6832502	-55.8357663	0
4477803.3	Public	5.42	11.3	12.145	9.474	Deserts and xeric shrubland biome	slope	bulk soil	soil	Lake Bonney Valley, Antarctica	-77.725	162.311	0
4477804.3	Public	6.082	11.894	11.915	9.166	Temperate grasslands, savannas, and shrubland biome	slope	bulk soil	soil	Konza Prairie LTER, Kansas, USA	39.1	-96.6	0
4477805.3	Public	6.714	12.607	13.259	10.086	Deserts and xeric shrubland biome	slope	bulk soil	soil	Mojave Desert, California, USA	34.9	-115.65	0
4477807.3	Public	7.315	13.229	13.477	10.382	Tropical and subtropical moist broadleaf forest biome	slope	bulk soil	soil	Manu National Park, Peru	-12.633	-71.233	0
4477872.3	Public	6.023	11.916	11.466	8.963	Deserts and xeric shrubland biome	slope	bulk soil	soil	Chihuahuan Desert, Galisteo, New Mexico, USA	35.383	-105.933	0
4477873.3	Public	6.066	11.957	12.326	9.463	Deserts and xeric shrubland biome	slope	bulk soil	soil	Chihuahuan Desert, Sevilleta LTER, New Mexico, USA	34.333	-106.733	0
4477874.3	Public	7.425	13.316	13.349	10.117	Tundra biome	slope	bulk soil	soil	Toolik Lake LTER, Alaska, USA	68.633	-149.583	0
4477875.3	Public	6.733	12.614	12.605	9.188	Tropical and subtropical moist broadleaf forest biome	slope	bulk soil	soil	Misiones, Argentina	-26.733	-54.683	0
4477876.3	Public	4.076	9.967	10.795	8.225	Temperate coniferous forest biome	slope	bulk soil	soil	Bonanza Creek LTER, Alaska, USA	64.8	-148.25	0
4477877.3	Public	6.66	12.561	13.334	10.104	Temperate coniferous forest biome	slope	bulk soil	soil	Calhoun Experimental Forest, South Carolina, USA	34.617	-81.667	0
4477899.3	Public	6.089	11.99	11.99	9.126	Temperate coniferous forest biome	slope	bulk soil	soil	Duke Forest, North Carolina, USA	35.967	-79.083	0
4477900.3	Public	5.365	11.245	11.984	9.003	Deserts and xeric shrubland biome	slope	bulk soil	soil	Garwood Valley, Antarctica	-78.03	163.8732833	0
4477901.3	Public	3.9	9.754	10.293	7.618	Deserts and xeric shrubland biome	slope	bulk soil	soil	Lake Bonney Valley, Antarctica	-77.725	162.313	0
4477902.3	Public	5.92	11.811	12.471	9.533	Deserts and xeric shrubland biome	slope	bulk soil	soil	Lake Fryxell Valley, Antarctica	-77.608	163.249	0
4477903.3	Public	5.319	11.102	11.62	8.951	Deserts and xeric shrubland biome	slope	bulk soil	soil	Lake Hoare Valley, Antarctica	-77.6375	162.887	0
4477904.3	Public	5.92	11.811	12.593	9.631	Deserts and xeric shrubland biome	slope	bulk soil	soil	Wright Valley, Antarctica	-77.527	161.702	0
4478030.3	Public	5.647	12.065	13.378	9.297	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.6832502	-55.8357663	0
4478037.3	Public	6.321	12.628	12.759	8.878	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.7412664	-56.2533385	0
4478038.3	Public	7.807	14.211	13.719	9.595	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.7412664	-56.2533385	0
4478222.3	Public	4.88	11.198	12.701	8.891	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.7412664	-56.2533385	0
4478241.3	Public	6.264	11.837	12.957	9.068	extreme habitat	extreme habitat	extreme habitat	water	Ocean Drilling Program Leg 201, Site 1229	-10.9762017	-77.95765	32 ; Meter
4478242.3	Public	7.648	13.569	13.659	9.596	aquatic habitat	aquatic habitat	aquatic habitat	water	Ocean Drilling Program Leg 201, Site 1229	-10.9762017	-77.95765	1 ; Meter
4478244.3	Public	3.412	9.768	10.951	7.553	high osmolarity habitat	sulfur spring	sulphate-reducing sediment	water	Axel Heiberg Island, Nunavut	79.7	-90.21	0
4478283.3	Public	6.073	12.477	13.326	9.413	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.7412664	-56.2533385	0
4478290.3	Public	4.717	11.131	12.255	8.97	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.6832502	-55.8357663	0
4478291.3	Public	6.248	12.64	12.902	9.4	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.6832502	-55.8357663	0
4478292.3	Public	5.128	11.542	12.759	8.973	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.6832502	-55.8357663	0
4478294.3	Public	6.071	12.485	13.1	9.271	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.6832502	-55.8357663	0
4478350.3	Public	8.381	13.891	14.731	10.678	cultured habitat	cultured habitat	cultured habitat	soil	Berkeley, CA	37.786111	-122.318611	0 ; Meter
4478934.3	Public	1.062	6.68	6.938	4.31	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.7412664	-56.2533385	0
4478936.3	Public	6.759	13.173	13.685	9.701	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.6832502	-55.8357663	0
4478937.3	Public	5.52	11.837	13.1	9.366	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.6832502	-55.8357663	0
4478938.3	Public	4.576	10.876	11.915	8.451	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.6832502	-55.8357663	0
4478939.3	Public	8.436	14.854	14.08	9.929	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.7412664	-56.2533385	0
4478940.3	Public	7.037	13.325	13.911	9.934	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.7412664	-56.2533385	0
4478941.3	Public	7.666	14.072	14.631	10.589	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.7412664	-56.2533385	0
4478943.3	Public	7.524	13.916	14.58	10.409	Tropical and subtropical moist broadleaf forest biome	agricultural soil	bulk soil	soil	Amazonia	-11.7412664	-56.2533385	0
4479311.3	Public	7.061	13.392	13.945	10.022	Tropical and subtropical moist broadleaf forest biome	agricultural soil	rhizosphere	soil	Amazonia	-11.7412664	-56.2533385	0
4479361.3	Public	7.933	14.382	14.885	10.924	Subtropical and temperate rainforests or woodlands	Zoological garden	compost	built environment	Sao Paulo Zoo Park	-23	-46	0
4479944.3	Public	7.652	14.087	14.544	10.626	Subtropical and temperate rainforests or woodlands	Zoological garden	compost	built environment	Sao Paulo Zoo Park	-23	-46	0
4480719.3	Public	5.895	11.726	13.229	10.111	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4480764.3	Public	6.474	12.343	12.803	9.649	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4480776.3	Public	5.898	11.709	11.78	8.922	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4480815.3	Public	7.12	12.929	13.107	10.009	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4480859.3	Public	6.416	12.225	12.238	9.01	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4480861.3	Public	6.585	12.443	12.613	9.473	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4480863.3	Public	6.989	12.88	12.803	9.617	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4480864.3	Public	7.058	12.929	13.107	9.967	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4480865.3	Public	5.906	11.718	11.817	8.619	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4480867.3	Public	6.427	12.225	12.238	9.026	anaerobic digester sludge	anaerobic digester sludge	anaerobic digester sludge	wastewater|sludge	Ithaca, New York	42.44	-76.5	0
4485218.3	Public	8.668	15.234	16.127	11.943	Mangrove biome	intertidal zone	estuarine mud	miscellaneous	Porto Seguro	-16.588118	-39.091845	0
4485219.3	Public	8.967	15.383	16.121	11.961	Mangrove biome	intertidal zone	estuarine mud	miscellaneous	Ilha Grande	-23.169959	-44.283389	0
4485981.3	Public	8.668	15.234	16.127	11.943	Mangrove biome	intertidal zone	estuarine mud	miscellaneous	Porto Seguro	-16.588118	-39.091845	0
4485982.3	Public	8.967	15.383	16.121	11.961	Mangrove biome	intertidal zone	estuarine mud	miscellaneous	Ilha Grande	-23.169959	-44.283389	0
4489328.3	Public	4.958	10.948	11.68	8.224	Rainforest Division - Mountain Provinces (M420)	plant-associated habitat	fermented plant derived beverage	plant-associated	Manen village,Menghai County	21.944817	100.364174	0
4489630.3	Public	0.804	0.998	0.885	0.703	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	human-associated habitat	feces	human-gut	Boston, MA, USA	42.3	-71.1	0
4489632.3	Public	-0.417	0	0.033	-0.247	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	human-associated habitat	feces	human-gut	Boston, MA, USA	42.3	-71.1	0
4489633.3	Public	0.001	0.001	0.009	0.009	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	human-associated habitat	feces	human-gut	Boston, MA, USA	42.3	-71.1	0
4489635.3	Public	0.213	0.298	0.322	0.395	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	human-associated habitat	feces	human-gut	Boston, MA, USA	42.3	-71.1	0
4489636.3	Public	-0.175	0.126	0.169	0.265	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	human-associated habitat	feces	human-gut	Boston, MA, USA	42.3	-71.1	0
4489637.3	Public	-0.144	0.001	0.009	0.035	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	human-associated habitat	feces	human-gut	Boston, MA, USA	42.3	-71.1	0
4489638.3	Public	0.98	0.98	0.85	0.608	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	human-associated habitat	feces	human-gut	Boston, MA, USA	42.3	-71.1	0
4489643.3	Public	-1.455	0.523	1.341	0.525	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	subterrestrial habitat	soil	soil	Boston, MA, USA	42.3	-71.1	0
4489645.3	Public	0.991	1.712	1.368	0.757	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	subterrestrial habitat	soil	soil	Boston, MA, USA	42.3	-71.1	0
4489648.3	Public	2.57	3.319	3.194	2.755	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	subterrestrial habitat	soil	soil	Boston, MA, USA	42.3	-71.1	0
4489649.3	Public	-2.116	1.513	2.52	0.814	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	subterrestrial habitat	soil	soil	Boston, MA, USA	42.3	-71.1	0
4489654.3	Public	-1.746	1.914	4.419	2.684	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	subterrestrial habitat	soil	soil	Boston, MA, USA	42.3	-71.1	0
4489655.3	Public	0.067	5.096	6.569	4.406	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	subterrestrial habitat	soil	soil	Boston, MA, USA	42.3	-71.1	0
4489656.3	Public	-2.649	1.804	4.551	2.495	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	subterrestrial habitat	soil	soil	Boston, MA, USA	42.3	-71.1	0
4489661.3	Public	1.393	4.012	4.521	3.218	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	human-associated habitat	feces	human-gut	Boston, MA, USA	42.3	-71.1	0
4489663.3	Public	0.697	3.118	3.367	2.425	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	human-associated habitat	feces	human-gut	Boston, MA, USA	42.3	-71.1	0
4489665.3	Public	1.17	3.594	3.522	2.276	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	human-associated habitat	feces	human-gut	Boston, MA, USA	42.3	-71.1	0
4489667.3	Public	-0.266	2.721	3.045	1.578	Temperate broad-leaf forests or woodlands and subpolar deciduous thickets	human-associated habitat	feces	human-gut	Boston, MA, USA	42.3	-71.1	0
4491734.3	Public	8.683	15.416	15.611	11.454	Polar domain (100)	Glacial feature	microbial mat	sediment	Europe	46.5	11.03	0
4493725.3	Public	9.547	15.652	16.297	11.873	activated sludge	lake	water	wastewater|sludge	Jiangsu	32.05	118.72	0
4493726.3	Public	8.818	15.064	16.252	11.743	activated sludge	lake	water	wastewater|sludge	Jiangsu	32.05	118.72	0
4493727.3	Public	7.651	12.734	13.512	9.651	activated sludge	lake	water	wastewater|sludge	Jiangsu	32.05	118.72	0
4494598.3	Public	-0.071	5.026	4.912	3.213	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	20
4494599.3	Public	5.747	11.932	12.338	8.932	oceanic mesopelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	180
4494600.3	Public	3.519	9.49	10.466	7.424	oceanic mesopelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	200
4494601.3	Public	7.549	13.966	15.223	11.137	oceanic mesopelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	300
4494602.3	Public	-1.024	2.517	3.244	2.145	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	80
4494603.3	Public	5.039	11.001	11.48	8.234	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	150
4494604.3	Public	6.291	12.563	13.282	9.541	oceanic mesopelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	180
4494605.3	Public	4.93	11.04	12.477	8.957	oceanic mesopelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	200
4494606.3	Public	4.819	10.884	12.235	8.855	oceanic mesopelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	300
4494607.3	Public	4.978	11.124	12.863	9.695	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	20
4494608.3	Public	4.723	10.777	11.205	8.22	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	80
4494609.3	Public	7.344	13.479	14.071	10.428	oceanic epipelagic zone biome	marine oligotrophic desert	water	water	Sargasso Sea	32.17	-64.5	150
4494621.3	Public	7.532	13.446	13.363	10.355	activated sludge	lake	water	wastewater|sludge	Jiangsu	32.05	118.72	0
4494623.3	Public	7.539	13.446	13.387	10.329	activated sludge	lake	water	wastewater|sludge	Jiangsu	32.05	118.72	0
4494854.3	Public	7.532	13.446	13.485	10.453	aquatic biome	wastewater treatment plant	activated sludge	wastewater|sludge	Zhecheng Henan province	34.08	115.29	0
4494855.3	Public	7.753	13.667	13.544	10.462	aquatic biome	wastewater treatment plant	activated sludge	wastewater|sludge	Zhecheng Henan province	34.08	115.29	0
4494863.3	Public	7.715	13.611	13.666	10.647	aquatic biome	wastewater treatment plant	activated sludge	wastewater|sludge	Xiangcheng Henan province	33.44	114.9	0
4494888.3	Public	7.648	13.562	13.575	10.506	aquatic biome	wastewater treatment plant	activated sludge	wastewater|sludge	Xiangcheng Henan province	33.44	114.9	0
4497349.3	Public	4.178	9.597	10.506	6.993	terrestrial biome	cell culture	anaerobic digester sludge	human-associated	Clermont-Ferrand	45.783088	3.082352	0
4497979.3	Public	-0.153	3.368	4.31	2.732	Tropical/Subtropical Desert Division (320)	archeological site	soil	miscellaneous	Teposcolula Yucundaa, Oaxaca District	17.550556	-97.425556	0
4497980.3	Public	-1.815	1.293	2.516	0.717	Tropical/Subtropical Desert Division (320)	archeological site	soil	miscellaneous	Teposcolula Yucundaa, Oaxaca District	17.550556	-97.425556	0
4497981.3	Public	1.73	5.98	6.102	3.967	Tropical/Subtropical Desert Division (320)	archeological site	soil	miscellaneous	Teposcolula Yucundaa, Oaxaca District	17.550556	-97.425556	0
4497982.3	Public	0.248	4.291	5.506	4.062	Tropical/Subtropical Desert Division (320)	archeological site	soil	miscellaneous	Teposcolula Yucundaa, Oaxaca District	17.550556	-97.425556	0
4497983.3	Public	0.001	0.001	0.009	0.009	Tropical/Subtropical Desert Division (320)	archeological site	soil	miscellaneous	Teposcolula Yucundaa, Oaxaca District	17.550556	-97.425556	0
4497984.3	Public	-0.237	0.057	0.07	0.342	Tropical/Subtropical Desert Division (320)	archeological site	soil	miscellaneous	Teposcolula Yucundaa, Oaxaca District	17.550556	-97.425556	0
